applicant_id,PD,risk_grade,decision,recommended_credit_limit,LGD,EAD,expected_loss,top_reason_1,top_reason_2,top_reason_3,model_used,loan_amount,annual_income,debt_to_income,credit_grade,loan_purpose,application_vintage,default_flag,interest_rate,expected_loss_rate,challenger_PD
APP-00623,0.01411059176294206,A,Approve,9400.0,0.35,8134.73,40.18,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,8134.73,48919.32,0.1775,C,debt_consolidation,2022Q4,0,0.1538,0.004939315748648081,0.014871649142748886
APP-00624,0.01411059176294206,A,Approve,6000.0,0.35,5240.11,25.88,modeled PD below approve cutoff,high debt-to-income,weak credit grade,champion_logistic_scorecard_calibrated,5240.11,46201.27,0.2243,A,debt_consolidation,2022Q4,0,0.075,0.004938827620030877,0.014871649142748886
APP-00625,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,weak credit grade,large loan amount,high revolving utilization,champion_logistic_scorecard_calibrated,15804.7,65528.29,0.2221,E,medical,2022Q4,0,0.2731,0.0,0.12751187431494337
APP-00626,0.013871429190688804,A,Approve,6700.0,0.35,23810.84,115.6,modeled PD below approve cutoff,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,23810.84,58688.91,0.1334,B,home_improvement,2022Q4,0,0.1176,0.00485493161938008,0.014871649142748886
APP-00627,0.013871429190688804,A,Approve,10300.0,0.35,22499.08,109.23,modeled PD below approve cutoff,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,22499.08,73473.55,0.1939,A,major_purchase,2022Q4,0,0.0755,0.004854865176709447,0.014871649142748886
APP-00628,0.06364023870417732,C,Review,6300.0,0.55,7217.78,252.64,prior delinquency,high revolving utilization,high debt-to-income,champion_logistic_scorecard_calibrated,7217.78,51246.1,0.3254,A,medical,2022Q4,1,0.0582,0.03500245227757011,0.014871649142748886
APP-00629,0.01411059176294206,A,Approve,7100.0,0.35,6189.69,30.57,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,6189.69,44485.92,0.1234,B,medical,2022Q4,0,0.0918,0.004938858004197303,0.014871649142748886
APP-00630,0.06364023870417732,C,Review,5700.0,0.55,6453.97,225.9,high revolving utilization,high debt-to-income,weak credit grade,champion_logistic_scorecard_calibrated,6453.97,49439.28,0.408,A,debt_consolidation,2022Q4,0,0.102,0.03500171212447532,0.014871649142748886
APP-00631,0.06364023870417732,C,Review,16000.0,0.55,13883.83,485.96,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,13883.83,120466.32,0.1071,D,home_improvement,2022Q4,0,0.1791,0.03500186908079399,0.07636828644501278
APP-00632,0.01411059176294206,A,Approve,12300.0,0.35,15937.33,78.71,modeled PD below approve cutoff,large loan amount,high debt-to-income,champion_logistic_scorecard_calibrated,15937.33,69403.1,0.2378,D,debt_consolidation,2022Q4,0,0.2,0.004938719346339694,0.07636828644501278
APP-00633,0.06364023870417732,C,Review,3000.0,0.55,28921.21,1012.3,large loan amount,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,28921.21,67068.81,0.2474,C,debt_consolidation,2023Q1,0,0.1275,0.0350019933467514,0.014871649142748886
APP-00634,0.06364023870417732,C,Review,6100.0,0.55,14837.12,519.33,prior delinquency,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,14837.12,69998.22,0.2791,C,debt_consolidation,2023Q1,0,0.1669,0.035002075874563256,0.014871649142748886
APP-00635,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,28504.78,145797.77,0.3472,D,medical,2023Q1,0,0.2176,0.0,0.12751187431494337
APP-00636,0.013871429190688804,A,Approve,2400.0,0.35,6767.62,32.86,modeled PD below approve cutoff,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,6767.62,24677.2,0.4897,A,other,2023Q1,0,0.0709,0.004855473563823028,0.014871649142748886
APP-00637,0.06364023870417732,C,Review,9200.0,0.55,10504.37,367.68,prior delinquency,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,10504.37,75394.99,0.3368,B,major_purchase,2023Q1,0,0.0921,0.03500257511873629,0.014871649142748886
APP-00638,0.06364023870417732,C,Review,12000.0,0.55,16188.78,566.64,prior delinquency,high debt-to-income,weak credit grade,champion_logistic_scorecard_calibrated,16188.78,115722.45,0.4312,B,debt_consolidation,2023Q1,1,0.0999,0.03500201991749841,0.014871649142748886
APP-00639,0.013871429190688804,A,Approve,10800.0,0.35,10706.91,51.98,modeled PD below approve cutoff,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,10706.91,50906.84,0.1637,B,medical,2023Q1,0,0.1012,0.00485480871698744,0.014871649142748886
APP-00640,0.013871429190688804,A,Approve,7900.0,0.35,12586.54,61.11,modeled PD below approve cutoff,high debt-to-income,large loan amount,champion_logistic_scorecard_calibrated,12586.54,52411.96,0.3179,A,major_purchase,2023Q1,0,0.0791,0.004855186572322497,0.014871649142748886
APP-00641,0.06364023870417732,C,Review,5000.0,0.55,26381.49,923.41,weak credit grade,large loan amount,high revolving utilization,champion_logistic_scorecard_calibrated,26381.49,84501.62,0.273,D,debt_consolidation,2023Q1,0,0.2009,0.035002192825348374,0.07636828644501278
APP-00642,0.06364023870417732,C,Review,2500.0,0.55,6120.0,214.21,prior delinquency,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,6120.0,34227.84,0.4973,C,debt_consolidation,2023Q1,0,0.1394,0.035001633986928106,0.014871649142748886
APP-00643,0.01411059176294206,A,Approve,17500.0,0.35,15233.43,75.23,modeled PD below approve cutoff,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,15233.43,89434.44,0.064,A,debt_consolidation,2023Q1,0,0.068,0.004938480696730809,0.014871649142748886
APP-00644,0.01411059176294206,A,Approve,5900.0,0.35,36711.31,181.31,modeled PD below approve cutoff,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,36711.31,70337.52,0.2856,C,debt_consolidation,2023Q1,0,0.141,0.004938804962285465,0.014871649142748886
APP-00645,0.01411059176294206,A,Approve,8400.0,0.35,40268.76,198.88,modeled PD below approve cutoff,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,40268.76,100110.54,0.3939,B,home_improvement,2023Q1,0,0.1183,0.004938816094659979,0.014871649142748886
APP-00646,0.013871429190688804,A,Approve,5500.0,0.35,4747.88,23.05,modeled PD below approve cutoff,high debt-to-income,high revolving utilization,champion_logistic_scorecard_calibrated,4747.88,47850.81,0.2344,A,home_improvement,2023Q1,0,0.0786,0.004854798352106625,0.014871649142748886
APP-00647,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,9782.25,94956.94,0.3085,E,debt_consolidation,2023Q1,0,0.2648,0.0,0.12751187431494337
APP-00648,0.01411059176294206,A,Approve,13800.0,0.35,18584.97,91.79,modeled PD below approve cutoff,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,18584.97,88755.3,0.3888,B,home_improvement,2023Q1,0,0.1172,0.00493893721647116,0.014871649142748886
APP-00649,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,13454.01,62269.32,0.3527,E,small_business,2023Q1,0,0.2813,0.0,0.12751187431494337
APP-00650,0.013871429190688804,A,Approve,13800.0,0.35,12001.8,58.27,modeled PD below approve cutoff,high debt-to-income,weak credit grade,champion_logistic_scorecard_calibrated,12001.8,76137.48,0.2462,A,medical,2023Q1,0,0.0513,0.004855105067573198,0.014871649142748886
APP-00651,0.01411059176294206,A,Approve,5800.0,0.35,18369.9,90.72,modeled PD below approve cutoff,large loan amount,high debt-to-income,champion_logistic_scorecard_calibrated,18369.9,59129.54,0.4246,A,other,2023Q1,0,0.0549,0.00493851354661702,0.014871649142748886
APP-00652,0.013871429190688804,A,Approve,14000.0,0.35,12210.1,59.28,modeled PD below approve cutoff,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,12210.1,135697.79,0.0661,B,major_purchase,2023Q1,0,0.1197,0.004854997092570905,0.014871649142748886
APP-00653,0.06364023870417732,C,Review,4500.0,0.55,15033.56,526.21,weak credit grade,large loan amount,high debt-to-income,champion_logistic_scorecard_calibrated,15033.56,61289.05,0.2977,D,debt_consolidation,2023Q1,1,0.2267,0.03500235473168033,0.12751187431494337
APP-00654,0.013871429190688804,A,Approve,6200.0,0.35,25081.93,121.77,modeled PD below approve cutoff,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,25081.93,57287.91,0.112,B,home_improvement,2023Q1,0,0.0965,0.004854889555947249,0.014871649142748886
APP-00655,0.01411059176294206,A,Approve,5300.0,0.35,8683.54,42.89,modeled PD below approve cutoff,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,8683.54,34771.93,0.2825,A,small_business,2023Q1,0,0.0584,0.004939229853262609,0.014871649142748886
APP-00656,0.06364023870417732,C,Review,4000.0,0.55,29672.69,1038.61,large loan amount,high revolving utilization,high debt-to-income,champion_logistic_scorecard_calibrated,29672.69,90427.32,0.427,B,other,2023Q1,0,0.0991,0.03500221921234643,0.014871649142748886
APP-00657,0.013871429190688804,A,Approve,2000.0,0.35,13238.79,64.27,modeled PD below approve cutoff,large loan amount,high debt-to-income,champion_logistic_scorecard_calibrated,13238.79,24000.0,0.2981,B,debt_consolidation,2023Q1,0,0.0969,0.004854673274521311,0.014871649142748886
APP-00658,0.01411059176294206,A,Approve,16100.0,0.35,14081.44,69.54,modeled PD below approve cutoff,large loan amount,high debt-to-income,champion_logistic_scorecard_calibrated,14081.44,78712.32,0.3134,B,debt_consolidation,2023Q1,0,0.1056,0.004938415389335182,0.014871649142748886
APP-00659,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,12379.47,43218.15,0.4334,E,medical,2023Q1,1,0.2797,0.0,0.12751187431494337
APP-00660,0.06364023870417732,C,Review,4100.0,0.55,15567.21,544.89,prior delinquency,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,15567.21,63443.66,0.3864,C,debt_consolidation,2023Q1,0,0.1272,0.03500241854513429,0.014871649142748886
APP-00661,0.01411059176294206,A,Approve,20500.0,0.35,18816.21,92.93,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,18816.21,89735.72,0.1033,B,debt_consolidation,2023Q1,0,0.0921,0.004938826681887586,0.014871649142748886
APP-00662,0.06364023870417732,C,Review,5200.0,0.55,5896.36,206.39,prior delinquency,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,5896.36,40283.52,0.2577,B,medical,2023Q1,0,0.1109,0.03500295097314275,0.014871649142748886
APP-00663,0.06364023870417732,C,Review,3000.0,0.55,19145.3,670.13,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,19145.3,55682.61,0.2674,C,debt_consolidation,2023Q1,0,0.1375,0.03500232433025338,0.014871649142748886
APP-00664,0.06364023870417732,C,Review,1600.0,0.55,16633.09,582.19,prior delinquency,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,16633.09,35183.14,0.1842,D,debt_consolidation,2023Q1,0,0.1912,0.03500191485767227,0.07636828644501278
APP-00665,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,14288.51,67795.07,0.3314,E,debt_consolidation,2023Q1,0,0.2612,0.0,0.12751187431494337
APP-00666,0.013871429190688804,A,Approve,8000.0,0.35,7819.13,37.96,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,7819.13,38569.7,0.2137,B,debt_consolidation,2023Q1,0,0.1246,0.004854760056425715,0.014871649142748886
APP-00667,0.06364023870417732,C,Review,4500.0,0.55,16376.69,573.22,prior delinquency,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,16376.69,63108.86,0.2788,C,debt_consolidation,2023Q1,0,0.1564,0.03500218908704995,0.014871649142748886
APP-00668,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,22312.25,64862.59,0.3919,E,other,2023Q1,0,0.2617,0.0,0.12751187431494337
APP-00669,0.06364023870417732,C,Review,2400.0,0.55,27386.1,958.57,large loan amount,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,27386.1,60127.89,0.4959,C,debt_consolidation,2023Q1,0,0.1524,0.035002063090399875,0.014871649142748886
APP-00670,0.013871429190688804,A,Approve,8700.0,0.35,7548.24,36.65,modeled PD below approve cutoff,high debt-to-income,high revolving utilization,champion_logistic_scorecard_calibrated,7548.24,63039.48,0.3796,B,other,2023Q1,0,0.088,0.004855436499104427,0.014871649142748886
APP-00671,0.013871429190688804,A,Approve,6800.0,0.35,18440.91,89.53,modeled PD below approve cutoff,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,18440.91,53127.57,0.1643,A,debt_consolidation,2023Q1,0,0.0818,0.004854966484842668,0.014871649142748886
APP-00672,0.06364023870417732,C,Review,1200.0,0.55,22317.44,781.16,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,22317.44,30495.16,0.2682,C,home_improvement,2023Q1,0,0.1482,0.035002222477129995,0.014871649142748886
APP-00673,0.06364023870417732,C,Review,16600.0,0.55,15645.23,547.62,weak credit grade,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,15645.23,121213.39,0.3087,C,other,2023Q1,0,0.134,0.03500236174220513,0.014871649142748886
APP-00674,0.06364023870417732,C,Review,10700.0,0.55,12944.55,453.09,prior delinquency,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,12944.55,101323.56,0.4752,D,debt_consolidation,2023Q1,0,0.1975,0.03500237551710952,0.07636828644501278
APP-00675,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,weak credit grade,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,9280.34,124500.9,0.165,E,medical,2023Q1,0,0.2615,0.0,0.12751187431494337
APP-00676,0.01411059176294206,A,Approve,8700.0,0.35,7573.58,37.4,modeled PD below approve cutoff,high revolving utilization,high debt-to-income,champion_logistic_scorecard_calibrated,7573.58,86523.2,0.2044,C,debt_consolidation,2023Q1,0,0.1365,0.00493821944179635,0.014871649142748886
APP-00677,0.013871429190688804,A,Approve,3100.0,0.35,30086.85,146.07,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,30086.85,36457.75,0.2206,C,other,2023Q1,0,0.1452,0.004854944934414869,0.014871649142748886
APP-00678,0.06364023870417732,C,Review,9900.0,0.55,14242.26,498.51,prior delinquency,high debt-to-income,large loan amount,champion_logistic_scorecard_calibrated,14242.26,97040.52,0.4169,A,debt_consolidation,2023Q1,0,0.0822,0.03500216959948772,0.014871649142748886
APP-00679,0.06364023870417732,C,Review,5600.0,0.55,4856.74,170.0,prior delinquency,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,4856.74,124116.48,0.3434,E,medical,2023Q1,0,0.249,0.0350029031819698,0.12751187431494337
APP-00680,0.01411059176294206,A,Approve,4100.0,0.35,10341.3,51.07,modeled PD below approve cutoff,high debt-to-income,large loan amount,champion_logistic_scorecard_calibrated,10341.3,35134.0,0.3554,C,debt_consolidation,2023Q1,0,0.1725,0.004938450678347983,0.014871649142748886
APP-00681,0.06364023870417732,C,Review,1300.0,0.55,32090.68,1123.24,large loan amount,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,32090.68,32410.12,0.3891,B,medical,2023Q1,0,0.0833,0.035002062904245096,0.014871649142748886
APP-00682,0.01411059176294206,A,Approve,3600.0,0.35,26754.71,132.13,modeled PD below approve cutoff,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,26754.71,42790.52,0.1604,A,other,2023Q1,0,0.067,0.004938569694831302,0.014871649142748886
APP-00683,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,12629.08,78313.12,0.58,E,small_business,2023Q1,0,0.2748,0.0,0.12751187431494337
APP-00684,0.06364023870417732,C,Review,3400.0,0.55,24661.15,863.19,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,24661.15,73322.43,0.3866,D,other,2023Q1,0,0.2109,0.035002017343067945,0.12751187431494337
APP-00685,0.01411059176294206,A,Approve,14400.0,0.35,16257.01,80.29,modeled PD below approve cutoff,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,16257.01,75637.18,0.2312,B,major_purchase,2023Q1,0,0.0958,0.004938792557795069,0.014871649142748886
APP-00686,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,24049.64,51556.62,0.4103,E,home_improvement,2023Q1,0,0.2817,0.0,0.12751187431494337
APP-00687,0.013871429190688804,A,Approve,23200.0,0.35,29866.51,145.0,modeled PD below approve cutoff,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,29866.51,132411.53,0.2595,B,major_purchase,2023Q1,0,0.0878,0.004854936181026843,0.014871649142748886
APP-00688,0.013871429190688804,A,Approve,8600.0,0.35,22319.5,108.36,modeled PD below approve cutoff,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,22319.5,62091.93,0.0691,B,debt_consolidation,2023Q1,0,0.1108,0.004854947467461189,0.014871649142748886
APP-00689,0.06364023870417732,C,Review,1100.0,0.55,9137.51,319.83,prior delinquency,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,9137.51,26762.54,0.4616,C,debt_consolidation,2023Q1,0,0.1605,0.03500187687893091,0.014871649142748886
APP-00690,0.06364023870417732,C,Review,3300.0,0.55,42000.0,1470.09,prior delinquency,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,42000.0,81225.38,0.2372,C,debt_consolidation,2023Q1,0,0.1665,0.03500214285714286,0.014871649142748886
APP-00691,0.06364023870417732,C,Review,2400.0,0.55,9924.06,347.36,high debt-to-income,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,9924.06,40717.2,0.4474,B,debt_consolidation,2023Q1,0,0.1022,0.03500180369727712,0.014871649142748886
APP-00692,0.06364023870417732,C,Review,1900.0,0.55,21497.33,752.45,prior delinquency,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,21497.33,47393.31,0.5673,C,debt_consolidation,2023Q1,0,0.1683,0.03500202118123506,0.014871649142748886
APP-00693,0.013871429190688804,A,Approve,5800.0,0.35,9844.52,47.8,modeled PD below approve cutoff,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,9844.52,35444.75,0.1517,A,home_improvement,2023Q1,0,0.0541,0.004855493208404269,0.014871649142748886
APP-00694,0.013871429190688804,A,Approve,13700.0,0.35,23030.34,111.81,modeled PD below approve cutoff,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,23030.34,79914.32,0.0753,A,debt_consolidation,2023Q1,0,0.0581,0.004854900101344574,0.014871649142748886
APP-00695,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,27751.22,112094.62,0.3832,D,medical,2023Q1,0,0.2041,0.0,0.07636828644501278
APP-00696,0.013871429190688804,A,Approve,22000.0,0.35,19165.72,93.05,modeled PD below approve cutoff,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,19165.72,149757.29,0.58,B,debt_consolidation,2023Q1,0,0.1321,0.004855022404584852,0.014871649142748886
APP-00697,0.01411059176294206,A,Approve,3300.0,0.35,23209.5,114.62,modeled PD below approve cutoff,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,23209.5,39479.13,0.3891,B,medical,2023Q1,0,0.0791,0.004938495012818027,0.014871649142748886
APP-00698,0.013871429190688804,A,Approve,11700.0,0.35,10188.29,49.46,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,10188.29,126545.94,0.1268,C,home_improvement,2023Q1,0,0.1347,0.004854592870835047,0.014871649142748886
APP-00699,0.06364023870417732,C,Review,12800.0,0.55,11169.28,390.95,prior delinquency,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,11169.28,107082.16,0.2832,B,medical,2023Q1,0,0.0989,0.03500225618840247,0.014871649142748886
APP-00700,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,10912.12,56290.9,0.3821,D,debt_consolidation,2023Q1,0,0.2098,0.0,0.12751187431494337
APP-00701,0.06364023870417732,C,Review,2900.0,0.55,8939.14,312.89,high revolving utilization,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,8939.14,39634.13,0.358,B,debt_consolidation,2023Q1,0,0.1159,0.035002248538450006,0.014871649142748886
APP-00702,0.06364023870417732,C,Review,6000.0,0.55,10044.77,351.59,prior delinquency,high revolving utilization,high debt-to-income,champion_logistic_scorecard_calibrated,10044.77,56972.32,0.279,A,debt_consolidation,2023Q1,0,0.0614,0.03500229472650941,0.014871649142748886
APP-00703,0.01411059176294206,A,Approve,9000.0,0.35,7868.67,38.86,modeled PD below approve cutoff,high revolving utilization,high debt-to-income,champion_logistic_scorecard_calibrated,7868.67,70810.71,0.3851,A,debt_consolidation,2023Q1,0,0.0647,0.004938572846491211,0.014871649142748886
APP-00704,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,18894.72,62342.15,0.3715,E,major_purchase,2023Q1,0,0.2453,0.0,0.12751187431494337
APP-00705,0.06364023870417732,C,Review,1700.0,0.55,33277.04,1164.77,prior delinquency,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,33277.04,43367.4,0.3718,C,home_improvement,2023Q1,0,0.1329,0.03500221173517837,0.014871649142748886
APP-00706,0.06364023870417732,C,Review,4200.0,0.55,16695.02,584.36,prior delinquency,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,16695.02,76767.02,0.5393,C,debt_consolidation,2023Q1,0,0.151,0.035002054504876305,0.014871649142748886
APP-00707,0.06364023870417732,C,Review,17400.0,0.55,15140.29,529.94,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,15140.29,240000.0,0.2956,C,small_business,2023Q1,0,0.1252,0.03500197156065042,0.014871649142748886
APP-00708,0.013871429190688804,A,Approve,8500.0,0.35,7425.42,36.05,modeled PD below approve cutoff,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,7425.42,80280.33,0.3095,A,debt_consolidation,2023Q1,0,0.1081,0.004854944232110776,0.014871649142748886
APP-00709,0.06364023870417732,C,Review,1000.0,0.55,14153.22,495.39,prior delinquency,high debt-to-income,large loan amount,champion_logistic_scorecard_calibrated,14153.22,24000.0,0.3963,A,major_purchase,2023Q1,0,0.0465,0.03500192888968023,0.014871649142748886
APP-00710,0.06364023870417732,C,Review,5200.0,0.55,18088.91,633.15,prior delinquency,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,18088.91,68213.55,0.2093,C,debt_consolidation,2023Q1,0,0.1337,0.03500210902702263,0.014871649142748886
APP-00711,0.013871429190688804,A,Approve,4200.0,0.35,11787.36,57.23,modeled PD below approve cutoff,high revolving utilization,large loan amount,champion_logistic_scorecard_calibrated,11787.36,33256.75,0.168,B,debt_consolidation,2023Q1,0,0.1003,0.00485520082529082,0.014871649142748886
APP-00712,0.01411059176294206,A,Approve,9200.0,0.35,26141.55,129.11,modeled PD below approve cutoff,high revolving utilization,weak credit grade,champion_logistic_scorecard_calibrated,26141.55,68676.98,0.0421,A,debt_consolidation,2023Q1,0,0.0752,0.004938880823822612,0.014871649142748886
APP-00713,0.013871429190688804,A,Approve,10200.0,0.35,34320.52,166.63,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,34320.52,95563.64,0.279,B,debt_consolidation,2023Q1,0,0.1223,0.004855112917869543,0.014871649142748886
APP-00714,0.013871429190688804,A,Approve,3300.0,0.35,27964.51,135.77,modeled PD below approve cutoff,high debt-to-income,weak credit grade,champion_logistic_scorecard_calibrated,27964.51,39686.96,0.2993,A,home_improvement,2023Q1,0,0.0671,0.004855082388355813,0.014871649142748886
APP-00715,0.013871429190688804,A,Approve,3900.0,0.35,17754.16,86.2,modeled PD below approve cutoff,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,17754.16,43561.79,0.3219,B,home_improvement,2023Q1,0,0.098,0.004855200133377192,0.014871649142748886
APP-00716,0.013871429190688804,A,Approve,10000.0,0.35,22560.32,109.53,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,22560.32,68630.44,0.0994,B,home_improvement,2023Q1,0,0.085,0.004854984326463455,0.014871649142748886
APP-00717,0.01411059176294206,A,Approve,12000.0,0.35,10461.66,51.67,modeled PD below approve cutoff,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,10461.66,67669.45,0.3995,B,other,2023Q1,0,0.1231,0.004938986738242306,0.014871649142748886
APP-00718,0.14697357203751066,D,Decline,0.0,0.55,0.0,0.0,prior delinquency,large loan amount,weak credit grade,champion_logistic_scorecard_calibrated,37398.85,58967.32,0.2833,C,debt_consolidation,2023Q1,0,0.147,0.0,0.014871649142748886
APP-00719,0.06364023870417732,C,Review,5800.0,0.55,5001.17,175.05,prior delinquency,high revolving utilization,high debt-to-income,champion_logistic_scorecard_calibrated,5001.17,71433.25,0.4613,A,medical,2023Q1,0,0.1037,0.03500180957655909,0.014871649142748886
APP-00720,0.013871429190688804,A,Approve,11800.0,0.35,14044.02,68.18,modeled PD below approve cutoff,large loan amount,high revolving utilization,champion_logistic_scorecard_calibrated,14044.02,61327.88,0.172,C,home_improvement,2023Q1,0,0.1471,0.004854735325070742,0.014871649142748886
APP-00721,0.06364023870417732,C,Review,8600.0,0.55,13584.29,475.48,prior delinquency,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,13584.29,104427.58,0.58,C,home_improvement,2023Q1,0,0.1503,0.03500219739125122,0.014871649142748886
APP-00722,0.01411059176294206,A,Approve,9700.0,0.35,8406.6,41.52,modeled PD below approve cutoff,weak credit grade,high revolving utilization,champion_logistic_scorecard_calibrated,8406.6,78741.45,0.142,C,debt_consolidation,2023Q1,0,0.1465,0.0049389765184497895,0.014871649142748886
APP-00723,0.06364023870417732,C,Review,9500.0,0.55,8264.07,289.26,prior delinquency,weak credit grade,high debt-to-income,champion_logistic_scorecard_calibrated,8264.07,163260.75,0.5098,C,home_improvement,2023Q1,0,0.1339,0.03500212365093713,0.014871649142748886
APP-00724,0.06364023870417732,C,Review,1900.0,0.55,20613.57,721.52,prior delinquency,high debt-to-income,high revolving utilization,champion_logistic_scorecard_calibrated,20613.57,46745.16,0.5265,A,home_improvement,2023Q1,0,0.0698,0.03500218545356287,0.014871649142748886
APP-00725,0.06364023870417732,C,Review,6600.0,0.55,21244.45,743.6,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,21244.45,104799.3,0.5,C,debt_consolidation,2023Q1,0,0.1375,0.03500208289694485,0.014871649142748886
APP-00726,0.06364023870417732,C,Review,11400.0,0.55,14766.57,516.86,prior delinquency,weak credit grade,large loan amount,champion_logistic_scorecard_calibrated,14766.57,96118.65,0.29,D,major_purchase,2023Q1,0,0.2007,0.035002035002035005,0.07636828644501278
