applicant_id,PD,LGD,EAD,expected_loss,expected_loss_rate,risk_grade,decision,credit_grade,loan_purpose,debt_to_income,annual_income,application_vintage,base_loss,moderate_stress_loss,severe_stress_loss,income_band,debt_to_income_band
APP-00730,0.06364023870417732,0.55,7174.02,251.11,0.03500269026292093,C,Review,B,medical,0.3854,58746.97,2023Q1,251.11,345.27,502.21,$50k-$85k,35%-50%
APP-00731,0.013871429190688804,0.35,16038.96,77.87,0.004855052946076304,A,Approve,A,major_purchase,0.2608,75261.96,2023Q1,77.87,107.07,155.74,$50k-$85k,20%-35%
APP-00732,0.013871429190688804,0.35,27152.84,131.83,0.004855109078829324,A,Approve,B,debt_consolidation,0.2484,41203.26,2023Q1,131.83,181.26,263.65,<$50k,20%-35%
APP-00733,0.013871429190688804,0.35,6188.27,30.04,0.0048543453986332205,A,Approve,B,major_purchase,0.3722,186210.46,2023Q1,30.04,41.31,60.09,$130k+,35%-50%
APP-00734,0.013871429190688804,0.35,9380.43,45.54,0.004854788106728582,A,Approve,C,debt_consolidation,0.2164,189153.48,2023Q1,45.54,62.62,91.08,$130k+,20%-35%
APP-00735,0.013871429190688804,0.35,11138.91,54.08,0.004855053142542673,A,Approve,B,debt_consolidation,0.1428,146255.83,2023Q1,54.08,74.36,108.16,$130k+,<20%
APP-00736,0.013871429190688804,0.35,14916.39,72.42,0.004855062116235899,A,Approve,C,home_improvement,0.3272,102056.73,2023Q1,72.42,99.58,144.84,$85k-$130k,20%-35%
APP-00737,0.06364023870417732,0.55,11931.89,417.64,0.035001998845111716,C,Review,C,major_purchase,0.3785,78429.81,2023Q1,417.64,574.26,835.28,$50k-$85k,35%-50%
APP-00738,0.06364023870417732,0.55,18710.05,654.89,0.035002044355840846,C,Review,E,debt_consolidation,0.3326,70231.3,2023Q1,654.89,900.48,1309.78,$50k-$85k,20%-35%
APP-00739,0.013871429190688804,0.35,18733.55,90.95,0.004854926055125697,A,Approve,B,small_business,0.2548,47817.37,2023Q1,90.95,125.06,181.9,<$50k,20%-35%
APP-00740,0.01411059176294206,0.35,16115.58,79.59,0.00493869907257449,A,Approve,A,medical,0.2102,143168.16,2023Q1,79.59,109.44,159.18,$130k+,20%-35%
APP-00741,0.01411059176294206,0.35,17865.63,88.23,0.004938532814124103,A,Approve,C,major_purchase,0.2143,46848.82,2023Q1,88.23,121.32,176.47,<$50k,20%-35%
APP-00742,0.06364023870417732,0.55,9733.35,340.69,0.035002337324764855,C,Review,C,small_business,0.4263,33655.84,2023Q1,340.69,468.45,681.38,<$50k,35%-50%
APP-00743,0.013871429190688804,0.35,7850.44,38.11,0.00485450497042204,A,Approve,B,home_improvement,0.1407,66307.8,2023Q1,38.11,52.41,76.23,$50k-$85k,<20%
APP-00744,0.013871429190688804,0.35,17021.61,82.64,0.004855004902591471,A,Approve,C,major_purchase,0.2978,97085.6,2023Q1,82.64,113.63,165.28,$85k-$130k,20%-35%
APP-00745,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,small_business,0.5365,42363.95,2023Q1,0.0,0.0,0.0,<$50k,50%+
APP-00746,0.013871429190688804,0.35,6685.54,32.46,0.004855254773735555,A,Approve,A,debt_consolidation,0.1955,109440.33,2023Q1,32.46,44.63,64.92,$85k-$130k,<20%
APP-00747,0.06364023870417732,0.55,28512.01,997.98,0.03500209210083751,C,Review,B,debt_consolidation,0.1979,81556.2,2023Q1,997.98,1372.22,1995.96,$50k-$85k,<20%
APP-00748,0.013871429190688804,0.35,14637.49,71.07,0.004855340635587112,A,Approve,A,home_improvement,0.154,63332.04,2023Q1,71.07,97.71,142.13,$50k-$85k,<20%
APP-00749,0.06364023870417732,0.55,9733.1,340.68,0.03500220895706404,C,Review,C,major_purchase,0.2209,155735.17,2023Q1,340.68,468.43,681.36,$130k+,20%-35%
APP-00750,0.06364023870417732,0.55,6403.64,224.14,0.035001967630909916,C,Review,C,debt_consolidation,0.2815,135803.51,2023Q1,224.14,308.19,448.28,$130k+,20%-35%
APP-00751,0.013871429190688804,0.35,36048.98,175.02,0.004855061086333094,A,Approve,A,home_improvement,0.0385,139301.16,2023Q1,175.02,240.65,350.04,$130k+,<20%
APP-00752,0.013871429190688804,0.35,4027.71,19.55,0.004853874782444615,A,Approve,B,small_business,0.266,108948.48,2023Q1,19.55,26.89,39.11,$85k-$130k,20%-35%
APP-00753,0.01411059176294206,0.35,25758.33,127.21,0.004938596562743003,A,Approve,A,debt_consolidation,0.0832,146286.34,2023Q1,127.21,174.92,254.43,$130k+,<20%
APP-00754,0.06364023870417732,0.55,18169.92,635.99,0.03500235554146634,C,Review,C,home_improvement,0.2449,69598.48,2023Q1,635.99,874.48,1271.97,$50k-$85k,20%-35%
APP-00755,0.013871429190688804,0.35,13377.56,64.95,0.004855145482434764,A,Approve,B,debt_consolidation,0.1038,66585.13,2023Q1,64.95,89.3,129.9,$50k-$85k,<20%
APP-00756,0.06364023870417732,0.55,24661.92,863.22,0.035002140952529244,C,Review,C,debt_consolidation,0.4476,66828.83,2023Q1,863.22,1186.93,1726.44,$50k-$85k,35%-50%
APP-00757,0.013871429190688804,0.35,7231.08,35.11,0.004855429617705792,A,Approve,B,other,0.5089,60283.67,2023Q1,35.11,48.27,70.21,$50k-$85k,50%+
APP-00758,0.06364023870417732,0.55,10093.71,353.3,0.03500199629274073,C,Review,C,debt_consolidation,0.438,91595.44,2023Q1,353.3,485.79,706.6,$85k-$130k,35%-50%
APP-00759,0.06364023870417732,0.55,11558.07,404.56,0.03500238361594972,C,Review,A,debt_consolidation,0.357,68343.55,2023Q1,404.56,556.27,809.11,$50k-$85k,35%-50%
APP-00760,0.06364023870417732,0.55,15030.43,526.1,0.035002325282776345,C,Review,D,other,0.2559,84551.85,2023Q1,526.1,723.38,1052.19,$50k-$85k,20%-35%
APP-00761,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,major_purchase,0.58,92402.15,2023Q1,0.0,0.0,0.0,$85k-$130k,50%+
APP-00762,0.06364023870417732,0.55,19072.31,667.57,0.03500205271411801,C,Review,C,small_business,0.1455,61512.66,2023Q1,667.57,917.91,1335.14,$50k-$85k,<20%
APP-00763,0.013871429190688804,0.35,19448.12,94.42,0.004854967986622872,A,Approve,C,major_purchase,0.1544,45945.27,2023Q1,94.42,129.83,188.84,<$50k,<20%
APP-00764,0.01411059176294206,0.35,11224.72,55.44,0.00493909870357568,A,Approve,A,small_business,0.2158,91983.37,2023Q1,55.44,76.22,110.87,$85k-$130k,20%-35%
APP-00765,0.06364023870417732,0.55,15519.11,543.2,0.03500200720273263,C,Review,E,debt_consolidation,0.2502,57318.85,2023Q1,543.2,746.9,1086.4,$50k-$85k,20%-35%
APP-00766,0.06364023870417732,0.55,19136.34,669.81,0.035001990976330895,C,Review,D,small_business,0.1689,89613.42,2023Q1,669.81,920.99,1339.63,$85k-$130k,<20%
APP-00767,0.013871429190688804,0.35,11987.15,58.2,0.004855199109045937,A,Approve,B,home_improvement,0.1831,66768.65,2023Q1,58.2,80.02,116.4,$50k-$85k,<20%
APP-00768,0.013871429190688804,0.35,11672.22,56.67,0.004855117535481682,A,Approve,C,major_purchase,0.1121,51363.53,2023Q1,56.67,77.92,113.34,$50k-$85k,<20%
APP-00769,0.06364023870417732,0.55,8336.36,291.79,0.03500208724191374,C,Review,C,home_improvement,0.3709,62993.53,2023Q1,291.79,401.21,583.58,$50k-$85k,35%-50%
APP-00770,0.06364023870417732,0.55,10380.98,363.36,0.03500247568148672,C,Review,D,debt_consolidation,0.3416,50605.35,2023Q1,363.36,499.62,726.71,$50k-$85k,20%-35%
APP-00771,0.06364023870417732,0.55,11827.02,413.97,0.0350020546173085,C,Review,D,medical,0.418,154820.2,2023Q1,413.97,569.21,827.94,$130k+,35%-50%
APP-00772,0.013871429190688804,0.35,4649.53,22.57,0.004854254085896854,A,Approve,B,debt_consolidation,0.3295,104425.03,2023Q2,22.57,31.04,45.15,$85k-$130k,20%-35%
APP-00773,0.013871429190688804,0.35,6306.96,30.62,0.004854953892207974,A,Approve,A,home_improvement,0.3485,41933.93,2023Q2,30.62,42.1,61.24,<$50k,20%-35%
APP-00774,0.06364023870417732,0.55,27946.19,978.18,0.03500226685641227,C,Review,C,debt_consolidation,0.0974,44454.45,2023Q2,978.18,1344.99,1956.35,<$50k,<20%
APP-00775,0.06364023870417732,0.55,5750.76,201.29,0.03500233012680063,C,Review,D,debt_consolidation,0.379,106359.24,2023Q2,201.29,276.77,402.58,$85k-$130k,35%-50%
APP-00776,0.06364023870417732,0.55,20613.21,721.51,0.03500231162443889,C,Review,E,other,0.2342,80028.58,2023Q2,721.51,992.07,1443.01,$50k-$85k,20%-35%
APP-00777,0.06364023870417732,0.55,31870.73,1115.54,0.035002022231684055,C,Review,D,debt_consolidation,0.1807,54156.52,2023Q2,1115.54,1533.87,2231.09,$50k-$85k,<20%
APP-00778,0.06364023870417732,0.55,21221.73,742.81,0.03500233015875708,C,Review,A,debt_consolidation,0.58,52243.67,2023Q2,742.81,1021.36,1485.61,$50k-$85k,50%+
APP-00779,0.013871429190688804,0.35,10741.36,52.15,0.0048550649079818564,A,Approve,B,debt_consolidation,0.1456,52561.04,2023Q2,52.15,71.71,104.3,$50k-$85k,<20%
APP-00780,0.06364023870417732,0.55,20038.08,701.38,0.03500235551509925,C,Review,D,major_purchase,0.2376,73276.85,2023Q2,701.38,964.39,1402.75,$50k-$85k,20%-35%
APP-00781,0.01411059176294206,0.35,30038.59,148.35,0.004938647253416356,A,Approve,A,debt_consolidation,0.1697,118523.25,2023Q2,148.35,203.98,296.7,$85k-$130k,<20%
APP-00782,0.01411059176294206,0.35,21909.08,108.2,0.0049385916706680515,A,Approve,B,debt_consolidation,0.3529,85209.04,2023Q2,108.2,148.78,216.41,$85k-$130k,35%-50%
APP-00783,0.013871429190688804,0.35,17308.67,84.03,0.004854792424836802,A,Approve,C,home_improvement,0.2077,88990.37,2023Q2,84.03,115.55,168.07,$85k-$130k,20%-35%
APP-00784,0.06364023870417732,0.55,14483.37,506.95,0.035002212882775205,C,Review,D,home_improvement,0.2331,25065.24,2023Q2,506.95,697.05,1013.9,<$50k,20%-35%
APP-00785,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,debt_consolidation,0.2503,61098.5,2023Q2,0.0,0.0,0.0,$50k-$85k,20%-35%
APP-00786,0.013871429190688804,0.35,42000.0,203.91,0.004855,A,Approve,B,major_purchase,0.2037,31312.76,2023Q2,203.91,280.38,407.82,<$50k,20%-35%
APP-00787,0.06364023870417732,0.55,42000.0,1470.09,0.03500214285714286,C,Review,C,home_improvement,0.3011,64258.6,2023Q2,1470.09,2021.37,2940.18,$50k-$85k,20%-35%
APP-00788,0.06364023870417732,0.55,10828.84,379.03,0.03500190232748845,C,Review,D,debt_consolidation,0.3627,50198.92,2023Q2,379.03,521.17,758.06,$50k-$85k,35%-50%
APP-00789,0.013871429190688804,0.35,17573.96,85.32,0.004854910333243048,A,Approve,B,home_improvement,0.3992,62251.25,2023Q2,85.32,117.32,170.64,$50k-$85k,35%-50%
APP-00790,0.06364023870417732,0.55,18138.81,634.9,0.03500229618150253,C,Review,D,debt_consolidation,0.0775,45351.0,2023Q2,634.9,872.98,1269.79,<$50k,<20%
APP-00791,0.06364023870417732,0.55,12884.58,450.99,0.03500230508095724,C,Review,B,home_improvement,0.58,45684.67,2023Q2,450.99,620.11,901.98,<$50k,50%+
APP-00792,0.06364023870417732,0.55,18570.18,650.0,0.035002353235132885,C,Review,B,debt_consolidation,0.3932,55425.01,2023Q2,650.0,893.74,1299.99,$50k-$85k,35%-50%
APP-00793,0.01411059176294206,0.35,24419.32,120.6,0.004938712462099682,A,Approve,C,debt_consolidation,0.2048,50213.14,2023Q2,120.6,165.82,241.2,$50k-$85k,20%-35%
APP-00794,0.013871429190688804,0.35,17051.0,82.78,0.004854847223036772,A,Approve,A,major_purchase,0.1578,96256.6,2023Q2,82.78,113.83,165.57,$85k-$130k,<20%
APP-00795,0.06364023870417732,0.55,19412.6,679.48,0.03500200900446102,C,Review,C,debt_consolidation,0.4442,72467.46,2023Q2,679.48,934.29,1358.96,$50k-$85k,35%-50%
APP-00796,0.06364023870417732,0.55,10766.5,376.85,0.035002089815631826,C,Review,C,home_improvement,0.5418,85709.65,2023Q2,376.85,518.17,753.7,$85k-$130k,50%+
APP-00797,0.013871429190688804,0.35,8036.6,39.02,0.004855287061692756,A,Approve,B,small_business,0.1824,70579.1,2023Q2,39.02,53.65,78.04,$50k-$85k,<20%
APP-00798,0.013871429190688804,0.35,21244.95,103.14,0.00485480078795196,A,Approve,B,debt_consolidation,0.2231,32562.92,2023Q2,103.14,141.82,206.29,<$50k,20%-35%
APP-00799,0.013871429190688804,0.35,8625.74,41.88,0.004855235608770958,A,Approve,A,debt_consolidation,0.254,72497.11,2023Q2,41.88,57.58,83.76,$50k-$85k,20%-35%
APP-00800,0.06364023870417732,0.55,5391.62,188.72,0.035002466791057237,C,Review,B,debt_consolidation,0.58,81383.78,2023Q2,188.72,259.49,377.44,$50k-$85k,50%+
APP-00801,0.013871429190688804,0.35,27048.01,131.32,0.004855070668784875,A,Approve,B,debt_consolidation,0.1346,46304.05,2023Q2,131.32,180.56,262.64,<$50k,<20%
APP-00802,0.06364023870417732,0.55,37101.85,1298.64,0.0350020282007501,C,Review,C,debt_consolidation,0.3017,52308.39,2023Q2,1298.64,1785.64,2597.29,$50k-$85k,20%-35%
APP-00803,0.013871429190688804,0.35,18156.17,88.15,0.004855098845185962,A,Approve,C,debt_consolidation,0.1978,29692.08,2023Q2,88.15,121.2,176.3,<$50k,<20%
APP-00804,0.01411059176294206,0.35,14127.8,69.77,0.004938490069225215,A,Approve,B,home_improvement,0.4888,78164.0,2023Q2,69.77,95.94,139.55,$50k-$85k,35%-50%
APP-00805,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,debt_consolidation,0.2645,71453.63,2023Q2,0.0,0.0,0.0,$50k-$85k,20%-35%
APP-00806,0.06364023870417732,0.55,9266.86,324.36,0.03500214743721174,C,Review,A,debt_consolidation,0.5147,69253.62,2023Q2,324.36,445.99,648.72,$50k-$85k,50%+
APP-00807,0.06364023870417732,0.55,11117.55,389.14,0.03500231615778657,C,Review,C,debt_consolidation,0.3305,54495.91,2023Q2,389.14,535.06,778.28,$50k-$85k,20%-35%
APP-00808,0.06364023870417732,0.55,7297.51,255.43,0.035002350116683636,C,Review,D,debt_consolidation,0.1544,99819.64,2023Q2,255.43,351.21,510.86,$85k-$130k,<20%
APP-00809,0.06364023870417732,0.55,32979.92,1154.37,0.03500220740377781,C,Review,C,debt_consolidation,0.2872,39574.77,2023Q2,1154.37,1587.26,2308.73,<$50k,20%-35%
APP-00810,0.01411059176294206,0.35,15528.92,76.69,0.004938527598828508,A,Approve,B,debt_consolidation,0.2094,97282.88,2023Q2,76.69,105.45,153.39,$85k-$130k,20%-35%
APP-00811,0.01411059176294206,0.35,18624.53,91.98,0.0049386481162209195,A,Approve,D,home_improvement,0.2928,59499.26,2023Q2,91.98,126.47,183.96,$50k-$85k,20%-35%
APP-00812,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,C,debt_consolidation,0.58,61749.33,2023Q2,0.0,0.0,0.0,$50k-$85k,50%+
APP-00813,0.01411059176294206,0.35,42000.0,207.43,0.004938809523809524,A,Approve,A,debt_consolidation,0.2568,36363.38,2023Q2,207.43,285.21,414.85,<$50k,20%-35%
APP-00814,0.06364023870417732,0.55,6944.23,243.06,0.03500172085313995,C,Review,E,major_purchase,0.2812,63940.73,2023Q2,243.06,334.21,486.13,$50k-$85k,20%-35%
APP-00815,0.06364023870417732,0.55,33569.15,1174.99,0.035002077800599656,C,Review,C,debt_consolidation,0.4033,81031.97,2023Q2,1174.99,1615.61,2349.98,$50k-$85k,35%-50%
APP-00816,0.06364023870417732,0.55,20269.1,709.46,0.03500204745153954,C,Review,B,debt_consolidation,0.4983,44443.87,2023Q2,709.46,975.51,1418.92,<$50k,35%-50%
APP-00817,0.013871429190688804,0.35,34024.67,165.19,0.0048550066760382985,A,Approve,A,major_purchase,0.4482,30688.63,2023Q2,165.19,227.14,330.38,<$50k,35%-50%
APP-00818,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,debt_consolidation,0.2233,130380.18,2023Q2,0.0,0.0,0.0,$130k+,20%-35%
APP-00819,0.06364023870417732,0.55,39681.53,1388.94,0.035002178595432185,C,Review,A,medical,0.3776,43382.18,2023Q2,1388.94,1909.79,2777.88,<$50k,35%-50%
APP-00820,0.013871429190688804,0.35,6156.16,29.89,0.0048552994074228095,A,Approve,B,debt_consolidation,0.3117,95983.46,2023Q2,29.89,41.1,59.78,$85k-$130k,20%-35%
APP-00821,0.013871429190688804,0.35,9420.35,45.74,0.004855445922922185,A,Approve,B,major_purchase,0.0757,90600.81,2023Q2,45.74,62.89,91.47,$85k-$130k,<20%
APP-00822,0.06364023870417732,0.55,9940.79,347.95,0.035002248312256866,C,Review,A,debt_consolidation,0.2419,82350.97,2023Q2,347.95,478.43,695.9,$50k-$85k,20%-35%
APP-00823,0.06364023870417732,0.55,40996.53,1434.97,0.03500223067659629,C,Review,A,debt_consolidation,0.061,50473.71,2023Q2,1434.97,1973.08,2869.93,$50k-$85k,<20%
APP-00824,0.013871429190688804,0.35,11214.32,54.45,0.004855399168206365,A,Approve,A,debt_consolidation,0.1954,76970.93,2023Q2,54.45,74.86,108.89,$50k-$85k,<20%
APP-00825,0.013871429190688804,0.35,8015.16,38.91,0.004854550626562664,A,Approve,B,major_purchase,0.1347,69473.55,2023Q2,38.91,53.51,77.83,$50k-$85k,<20%
APP-00826,0.06364023870417732,0.55,22942.39,803.03,0.035002020277747875,C,Review,A,debt_consolidation,0.58,41869.21,2023Q2,803.03,1104.17,1606.07,<$50k,50%+
APP-00827,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,major_purchase,0.4135,69214.68,2023Q2,0.0,0.0,0.0,$50k-$85k,35%-50%
APP-00828,0.013871429190688804,0.35,20664.52,100.33,0.0048551817317798816,A,Approve,A,small_business,0.2126,69231.14,2023Q2,100.33,137.95,200.65,$50k-$85k,20%-35%
APP-00829,0.01411059176294206,0.35,20222.43,99.87,0.004938575631118516,A,Approve,B,major_purchase,0.4273,55301.74,2023Q2,99.87,137.32,199.75,$50k-$85k,35%-50%
APP-00830,0.013871429190688804,0.35,34402.02,167.02,0.004854947471107802,A,Approve,B,other,0.1177,38180.03,2023Q2,167.02,229.65,334.04,<$50k,<20%
APP-00831,0.013871429190688804,0.35,18007.78,87.43,0.004855123729854542,A,Approve,B,other,0.1392,48535.33,2023Q2,87.43,120.21,174.86,<$50k,<20%
APP-00832,0.06364023870417732,0.55,16215.58,567.58,0.035002139917289427,C,Review,E,home_improvement,0.281,71331.3,2023Q2,567.58,780.42,1135.16,$50k-$85k,20%-35%
APP-00833,0.013871429190688804,0.35,2500.0,12.14,0.004856,A,Approve,B,debt_consolidation,0.213,67833.08,2023Q2,12.14,16.69,24.28,$50k-$85k,20%-35%
APP-00834,0.06364023870417732,0.55,9063.09,317.23,0.03500241087752632,C,Review,C,debt_consolidation,0.2643,39735.13,2023Q2,317.23,436.19,634.45,<$50k,20%-35%
APP-00835,0.06364023870417732,0.55,13562.18,474.71,0.035002484851255476,C,Review,D,debt_consolidation,0.2627,58175.34,2023Q2,474.71,652.72,949.41,$50k-$85k,20%-35%
APP-00836,0.013871429190688804,0.35,16344.59,79.35,0.004854817404413326,A,Approve,C,major_purchase,0.1744,92764.98,2023Q2,79.35,109.11,158.71,$85k-$130k,<20%
APP-00837,0.06364023870417732,0.55,26430.38,925.12,0.03500214525860014,C,Review,C,debt_consolidation,0.2477,90530.95,2023Q2,925.12,1272.04,1850.24,$85k-$130k,20%-35%
APP-00838,0.06364023870417732,0.55,18081.7,632.9,0.03500223983364396,C,Review,C,debt_consolidation,0.3305,56230.3,2023Q2,632.9,870.23,1265.8,$50k-$85k,20%-35%
APP-00839,0.01411059176294206,0.35,15491.63,76.51,0.0049387959820883925,A,Approve,A,debt_consolidation,0.2613,32589.81,2023Q2,76.51,105.2,153.02,<$50k,20%-35%
APP-00840,0.01411059176294206,0.35,15846.32,78.26,0.004938686079796445,A,Approve,C,small_business,0.0964,49707.57,2023Q2,78.26,107.61,156.52,<$50k,<20%
APP-00841,0.01411059176294206,0.35,42000.0,207.43,0.004938809523809524,A,Approve,A,debt_consolidation,0.1443,42257.93,2023Q2,207.43,285.21,414.85,<$50k,<20%
APP-00842,0.01411059176294206,0.35,34844.7,172.09,0.004938771176104258,A,Approve,B,debt_consolidation,0.4151,24868.05,2023Q2,172.09,236.62,344.18,<$50k,35%-50%
APP-00843,0.06364023870417732,0.55,12968.62,453.93,0.03500218219054919,C,Review,D,debt_consolidation,0.2671,118032.68,2023Q2,453.93,624.15,907.86,$85k-$130k,20%-35%
APP-00844,0.013871429190688804,0.35,10227.85,49.66,0.004855370385760447,A,Approve,C,debt_consolidation,0.3664,85412.73,2023Q2,49.66,68.28,99.31,$85k-$130k,35%-50%
APP-00845,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,medical,0.1315,144452.17,2023Q2,0.0,0.0,0.0,$130k+,<20%
APP-00846,0.013871429190688804,0.35,18319.65,88.94,0.004854896245288528,A,Approve,B,major_purchase,0.4757,40643.6,2023Q2,88.94,122.3,177.88,<$50k,35%-50%
APP-00847,0.01411059176294206,0.35,10538.74,52.05,0.004938920592025232,A,Approve,A,debt_consolidation,0.3638,200824.45,2023Q2,52.05,71.57,104.1,$130k+,35%-50%
APP-00848,0.01411059176294206,0.35,31996.39,158.02,0.0049386821450794925,A,Approve,B,debt_consolidation,0.1413,25239.8,2023Q2,158.02,217.28,316.04,<$50k,<20%
APP-00849,0.013871429190688804,0.35,13749.52,66.75,0.004854714928230221,A,Approve,B,debt_consolidation,0.1645,43319.04,2023Q2,66.75,91.79,133.51,<$50k,<20%
APP-00850,0.06364023870417732,0.55,15158.12,530.57,0.03500236177045703,C,Review,C,medical,0.3426,38736.75,2023Q2,530.57,729.53,1061.13,<$50k,20%-35%
APP-00851,0.013871429190688804,0.35,22416.21,108.83,0.004854968792672803,A,Approve,A,major_purchase,0.1107,29633.87,2023Q2,108.83,149.64,217.66,<$50k,<20%
APP-00852,0.01411059176294206,0.35,23061.94,113.9,0.0049388733124793496,A,Approve,C,debt_consolidation,0.2942,77585.23,2023Q2,113.9,156.61,227.79,$50k-$85k,20%-35%
APP-00853,0.01411059176294206,0.35,21781.44,107.57,0.004938608283015265,A,Approve,A,debt_consolidation,0.2397,118232.62,2023Q2,107.57,147.91,215.14,$85k-$130k,20%-35%
APP-00854,0.06364023870417732,0.55,5812.78,203.46,0.035002184840988305,C,Review,C,medical,0.1325,42119.41,2023Q2,203.46,279.76,406.92,<$50k,<20%
APP-00855,0.013871429190688804,0.35,9198.14,44.66,0.00485532944704038,A,Approve,B,debt_consolidation,0.0884,26550.86,2023Q2,44.66,61.4,89.31,<$50k,<20%
APP-00856,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,small_business,0.58,77318.72,2023Q2,0.0,0.0,0.0,$50k-$85k,50%+
APP-00857,0.01411059176294206,0.35,38442.51,189.86,0.004938803423605795,A,Approve,A,major_purchase,0.2689,36652.13,2023Q2,189.86,261.05,379.71,<$50k,20%-35%
APP-00858,0.01411059176294206,0.35,28980.0,143.12,0.0049385783298826775,A,Approve,B,debt_consolidation,0.2362,83906.08,2023Q2,143.12,196.8,286.25,$50k-$85k,20%-35%
APP-00859,0.013871429190688804,0.35,15476.67,75.14,0.004855049568156458,A,Approve,B,medical,0.0706,62834.12,2023Q2,75.14,103.32,150.28,$50k-$85k,<20%
APP-00860,0.013871429190688804,0.35,9888.6,48.01,0.00485508565418765,A,Approve,B,debt_consolidation,0.2969,123448.86,2023Q2,48.01,66.01,96.02,$85k-$130k,20%-35%
APP-00861,0.013871429190688804,0.35,23334.12,113.29,0.004855122027314508,A,Approve,C,other,0.179,37183.68,2023Q2,113.29,155.77,226.57,<$50k,<20%
APP-00862,0.06364023870417732,0.55,32916.85,1152.16,0.035002134165328706,C,Review,C,small_business,0.2874,53898.65,2023Q2,1152.16,1584.22,2304.32,$50k-$85k,20%-35%
APP-00863,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,small_business,0.5649,62118.9,2023Q2,0.0,0.0,0.0,$50k-$85k,50%+
APP-00864,0.01411059176294206,0.35,16293.93,80.47,0.004938648932455215,A,Approve,D,debt_consolidation,0.438,69416.38,2023Q2,80.47,110.65,160.94,$50k-$85k,35%-50%
APP-00865,0.01411059176294206,0.35,25656.0,126.71,0.004938805737449329,A,Approve,A,major_purchase,0.2143,77779.68,2023Q2,126.71,174.22,253.41,$50k-$85k,20%-35%
APP-00866,0.013871429190688804,0.35,8520.9,41.37,0.004855120937929092,A,Approve,B,debt_consolidation,0.1038,66346.3,2023Q2,41.37,56.88,82.74,$50k-$85k,<20%
APP-00867,0.013871429190688804,0.35,26406.65,128.2,0.004854837701866764,A,Approve,B,debt_consolidation,0.2553,25235.93,2023Q2,128.2,176.28,256.41,<$50k,20%-35%
APP-00868,0.06364023870417732,0.55,5114.34,179.01,0.035001583782071584,C,Review,C,medical,0.2367,98807.39,2023Q2,179.01,246.14,358.03,$85k-$130k,20%-35%
APP-00869,0.06364023870417732,0.55,10192.75,356.77,0.03500233008756223,C,Review,D,small_business,0.2592,169821.39,2023Q2,356.77,490.56,713.54,$130k+,20%-35%
APP-00870,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,major_purchase,0.541,25530.85,2023Q2,0.0,0.0,0.0,<$50k,50%+
APP-00871,0.01411059176294206,0.35,27202.67,134.35,0.004938853428725931,A,Approve,C,small_business,0.3003,56058.63,2023Q2,134.35,184.73,268.69,$50k-$85k,20%-35%
APP-00872,0.06364023870417732,0.55,41426.79,1450.03,0.03500222923378809,C,Review,B,debt_consolidation,0.5014,63110.77,2023Q2,1450.03,1993.79,2900.05,$50k-$85k,50%+
APP-00873,0.013871429190688804,0.35,13399.77,65.06,0.004855307217959712,A,Approve,B,home_improvement,0.1681,44934.18,2023Q2,65.06,89.45,130.11,<$50k,<20%
APP-00874,0.013871429190688804,0.35,14187.49,68.88,0.0048549813955816,A,Approve,B,debt_consolidation,0.3031,73421.54,2023Q2,68.88,94.71,137.76,$50k-$85k,20%-35%
APP-00875,0.013871429190688804,0.35,11706.49,56.84,0.004855426348973946,A,Approve,B,debt_consolidation,0.3733,98469.38,2023Q2,56.84,78.15,113.67,$85k-$130k,35%-50%
APP-00876,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,debt_consolidation,0.4308,72302.72,2023Q2,0.0,0.0,0.0,$50k-$85k,35%-50%
APP-00877,0.06364023870417732,0.55,16528.79,578.54,0.035001957191058745,C,Review,B,home_improvement,0.3695,188654.35,2023Q2,578.54,795.5,1157.09,$130k+,35%-50%
APP-00878,0.013871429190688804,0.35,42000.0,203.91,0.004855,A,Approve,B,debt_consolidation,0.0919,188651.49,2023Q2,203.91,280.38,407.82,$130k+,<20%
APP-00879,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,debt_consolidation,0.2072,27859.66,2023Q2,0.0,0.0,0.0,<$50k,20%-35%
APP-00880,0.06364023870417732,0.55,11055.2,386.96,0.035002532744771685,C,Review,C,other,0.2633,47997.91,2023Q2,386.96,532.06,773.91,<$50k,20%-35%
APP-00881,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,debt_consolidation,0.3571,57606.04,2023Q2,0.0,0.0,0.0,$50k-$85k,35%-50%
