wallet_id,counterparty_wallet_id,transaction_time,amount_usd,stablecoin_risk_score,stablecoin_risk_action,risk_exposure_score,top_reason_1,top_reason_2,top_reason_3
W0194,W0459,2026-02-20 09:11:15,585.997778,0.315732,normal,185.018073,high_wallet_velocity,new_counterparty,imbalanced_flow
W0194,W0347,2026-03-03 05:14:09,17.421384,0.269066,normal,4.68751,high_wallet_velocity,new_counterparty,
W0194,W0036,2026-03-12 16:13:22,577.242385,0.430517,monitor,248.51254,high_counterparty_risk,new_counterparty,imbalanced_flow
W0195,W0660,2026-01-07 06:49:56,10.907012,0.270192,normal,2.946985,high_wallet_velocity,new_counterparty,imbalanced_flow
W0195,W0458,2026-01-08 08:48:40,51.040327,0.355994,normal,18.170047,high_wallet_velocity,new_counterparty,imbalanced_flow
W0195,W0570,2026-03-11 08:27:12,128.494032,0.836873,review,107.533142,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0196,W0309,2025-12-27 15:28:20,182.510107,0.34785,normal,63.486151,high_wallet_velocity,new_counterparty,
W0196,W0689,2026-01-02 12:46:33,91.478687,0.224326,normal,20.521003,high_wallet_velocity,new_counterparty,
W0196,W0743,2026-01-31 16:26:17,138.132672,0.288319,normal,39.826302,high_wallet_velocity,new_counterparty,imbalanced_flow
W0196,W0432,2026-02-20 18:20:42,2289.387944,0.732585,review,1677.1715,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0196,W0433,2026-03-10 20:16:32,1289.721655,0.241803,normal,311.858796,new_counterparty,imbalanced_flow,
W0197,W0129,2026-01-14 05:31:12,187.55158,0.359038,normal,67.338144,high_wallet_velocity,new_counterparty,imbalanced_flow
W0197,W0544,2026-01-19 01:32:50,46.896392,0.424554,monitor,19.910061,high_wallet_velocity,new_counterparty,
W0197,W0747,2026-01-30 08:25:41,1350.904338,0.314021,normal,424.2119,high_wallet_velocity,new_counterparty,imbalanced_flow
W0197,W0558,2026-02-10 09:49:35,3131.773339,0.220934,normal,691.913865,new_counterparty,imbalanced_flow,
W0198,W0591,2025-12-22 04:45:57,9593.178327,0.258008,normal,2475.11399,high_wallet_velocity,new_counterparty,imbalanced_flow
W0198,W0724,2025-12-25 06:02:49,1507.942719,0.610688,monitor,920.882076,risky_address_exposure,high_wallet_velocity,new_counterparty
W0198,W0304,2025-12-27 13:02:54,1999.621502,0.822271,review,1644.230644,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0198,W0685,2026-01-01 05:45:34,1744.765785,0.314521,normal,548.765515,high_wallet_velocity,new_counterparty,imbalanced_flow
W0199,W0594,2026-02-06 00:48:06,4553.385316,0.732223,review,3334.091704,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0200,W0213,2026-01-08 13:04:28,694.643373,0.519978,monitor,361.19906,risky_address_exposure,high_wallet_velocity,new_counterparty
W0200,W0173,2026-02-16 18:05:36,129.585468,0.251396,normal,32.577312,high_wallet_velocity,new_counterparty,imbalanced_flow
W0200,W0205,2026-02-21 08:58:14,574.863886,0.299303,normal,172.058592,high_wallet_velocity,new_counterparty,
W0200,W0402,2026-03-15 20:08:05,24.150274,0.165159,normal,3.988626,new_counterparty,,
W0201,W0536,2026-01-22 19:10:23,761.086614,0.24324,normal,185.126844,high_wallet_velocity,new_counterparty,
W0201,W0148,2026-02-17 16:04:58,41.850547,0.499052,monitor,20.885592,risky_address_exposure,high_wallet_velocity,new_counterparty
W0202,W0563,2026-01-15 14:24:55,14934.906334,0.429522,monitor,6414.872598,high_wallet_velocity,large_transfer,new_counterparty
W0202,W0479,2026-03-08 06:26:05,1078.535111,0.184459,normal,198.945089,high_wallet_velocity,new_counterparty,
W0203,W0757,2026-03-02 19:10:31,137.512608,0.379613,normal,52.201626,risky_address_exposure,new_counterparty,imbalanced_flow
W0204,W0170,2026-02-06 22:23:33,65.123178,0.268929,normal,17.513481,high_wallet_velocity,new_counterparty,
W0204,W0667,2026-02-28 10:47:49,701.428158,0.261294,normal,183.279048,high_wallet_velocity,new_counterparty,
W0205,W0751,2026-02-09 00:45:04,112.368898,0.28906,normal,32.481326,high_wallet_velocity,new_counterparty,imbalanced_flow
W0207,W0799,2025-12-27 03:57:22,507.034026,0.393603,normal,199.570139,high_wallet_velocity,new_counterparty,imbalanced_flow
W0207,W0084,2026-01-03 06:38:50,214.142582,0.419683,monitor,89.872051,risky_address_exposure,new_counterparty,
W0207,W0315,2026-01-30 09:59:01,5549.320207,0.256517,normal,1423.493587,new_counterparty,imbalanced_flow,
W0207,W0468,2026-02-20 04:31:31,14834.738544,0.49665,monitor,7367.673291,risky_address_exposure,large_transfer,new_counterparty
W0207,W0222,2026-02-21 15:10:19,589.881568,0.438731,monitor,258.799173,high_counterparty_risk,new_counterparty,
W0207,W0034,2026-02-24 01:29:28,37.461412,0.782886,review,29.328007,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0208,W0466,2026-01-08 19:19:34,1122.041408,0.325955,normal,365.735349,new_counterparty,imbalanced_flow,
W0208,W0024,2026-02-01 01:01:23,15.231928,0.228815,normal,3.485292,high_wallet_velocity,new_counterparty,imbalanced_flow
W0208,W0436,2026-02-08 08:38:56,686.392916,0.206261,normal,141.576382,new_counterparty,,
W0208,W0597,2026-02-11 10:46:36,368.574528,0.290047,normal,106.903837,new_counterparty,imbalanced_flow,
W0208,W0746,2026-02-28 10:32:11,13.195156,0.460944,monitor,6.082224,risky_address_exposure,high_wallet_velocity,new_counterparty
W0209,W0508,2025-12-30 00:18:05,92.269557,0.172432,normal,15.910211,high_wallet_velocity,new_counterparty,
W0209,W0657,2026-01-16 00:22:50,558.674859,0.235935,normal,131.811202,new_counterparty,imbalanced_flow,
W0209,W0441,2026-02-06 00:54:25,1906.165662,0.444695,monitor,847.66273,high_wallet_velocity,new_counterparty,imbalanced_flow
W0209,W0295,2026-02-08 08:35:55,850.139417,0.23775,normal,202.12081,high_wallet_velocity,new_counterparty,imbalanced_flow
W0209,W0254,2026-03-19 09:34:53,163.803877,0.241116,normal,39.49575,new_counterparty,,
W0210,W0680,2026-01-09 16:42:30,2938.693675,0.232299,normal,682.656761,new_counterparty,,
W0210,W0727,2026-02-15 02:15:49,77.569031,0.309433,normal,24.002445,high_wallet_velocity,new_counterparty,
W0210,W0680,2026-02-27 14:12:53,5978.332009,0.131942,normal,788.795464,high_wallet_velocity,imbalanced_flow,
W0211,W0652,2026-01-02 08:06:54,7222.382981,0.454774,monitor,3284.554094,risky_address_exposure,high_wallet_velocity,new_counterparty
W0211,W0732,2026-03-06 10:41:51,373.751005,0.280978,normal,105.015655,high_wallet_velocity,new_counterparty,imbalanced_flow
W0212,W0299,2025-12-27 16:06:03,135.511842,0.294176,normal,39.864381,high_wallet_velocity,new_counterparty,
W0212,W0214,2026-02-23 21:54:57,812.540431,0.289326,normal,235.088881,high_wallet_velocity,new_counterparty,imbalanced_flow
W0212,W0216,2026-02-24 23:21:05,291.068768,0.511004,monitor,148.737388,risky_address_exposure,new_counterparty,
W0212,W0252,2026-02-27 18:02:48,311.067784,0.189419,normal,58.921996,new_counterparty,imbalanced_flow,
W0212,W0325,2026-03-02 02:42:54,202.404261,0.273346,normal,55.326389,new_counterparty,imbalanced_flow,
W0213,W0682,2025-12-21 20:54:55,828.303685,0.249669,normal,206.801455,high_wallet_velocity,new_counterparty,imbalanced_flow
W0213,W0214,2026-02-11 00:46:02,582.535448,0.761233,review,443.445346,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0214,W0414,2026-01-29 06:10:53,371.64227,0.342232,normal,127.188057,high_wallet_velocity,new_counterparty,imbalanced_flow
W0215,W0415,2025-12-31 18:33:06,64.162731,0.324424,normal,20.815907,high_wallet_velocity,new_counterparty,imbalanced_flow
W0215,W0021,2026-01-13 04:19:05,184.994301,0.33013,normal,61.07208,risky_address_exposure,new_counterparty,
W0215,W0609,2026-03-07 05:35:37,30.156466,0.177231,normal,5.344652,new_counterparty,imbalanced_flow,
W0215,W0318,2026-03-15 09:25:45,481.695644,0.282286,normal,135.975837,new_counterparty,imbalanced_flow,
W0216,W0738,2026-02-09 12:24:01,10440.553222,0.385704,normal,4026.964931,high_wallet_velocity,new_counterparty,imbalanced_flow
W0216,W0466,2026-03-20 05:24:43,105.221894,0.495579,monitor,52.145732,risky_address_exposure,high_wallet_velocity,new_counterparty
W0217,W0666,2026-01-27 22:00:16,444.011607,0.529147,monitor,234.947363,risky_address_exposure,high_wallet_velocity,new_counterparty
W0217,W0108,2026-02-01 11:23:11,53.113784,0.251716,normal,13.36958,high_wallet_velocity,new_counterparty,imbalanced_flow
W0217,W0596,2026-03-13 04:48:09,32.158059,0.267789,normal,8.61158,new_counterparty,imbalanced_flow,
W0218,W0644,2025-12-22 03:28:20,10811.582807,0.577503,monitor,6243.717622,risky_address_exposure,high_wallet_velocity,new_counterparty
W0218,W0002,2026-02-04 01:38:43,1383.0538,0.828255,review,1145.521118,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0218,W0348,2026-02-26 13:20:22,155.015718,0.558319,monitor,86.548164,risky_address_exposure,new_counterparty,imbalanced_flow
W0219,W0798,2026-02-18 08:19:41,265.873313,0.262325,normal,69.745108,high_wallet_velocity,new_counterparty,imbalanced_flow
W0220,W0785,2025-12-23 04:10:58,2172.381951,0.616393,monitor,1339.041816,high_counterparty_risk,risky_address_exposure,new_counterparty
W0220,W0305,2026-01-01 00:52:59,8.776753,0.299998,normal,2.633004,new_counterparty,,
W0220,W0160,2026-01-03 13:37:29,3028.809552,0.199505,normal,604.261684,high_wallet_velocity,new_counterparty,imbalanced_flow
W0220,W0602,2026-01-26 04:19:43,252.889103,0.521351,monitor,131.843977,risky_address_exposure,high_wallet_velocity,new_counterparty
W0220,W0247,2026-03-14 16:47:33,46.334926,0.567867,monitor,26.312095,risky_address_exposure,high_wallet_velocity,new_counterparty
W0220,W0253,2026-03-16 15:44:43,1525.952605,0.278611,normal,425.146487,high_wallet_velocity,new_counterparty,
W0221,W0327,2025-12-21 23:50:44,5.64574,0.387678,normal,2.188731,high_wallet_velocity,new_counterparty,imbalanced_flow
W0221,W0481,2025-12-23 17:58:32,159.858098,0.332162,normal,53.098784,new_counterparty,,
W0221,W0247,2025-12-31 03:37:27,304.004403,0.428248,monitor,130.189309,high_wallet_velocity,new_counterparty,imbalanced_flow
W0221,W0662,2026-02-25 16:17:49,12585.759062,0.504315,monitor,6347.184706,high_counterparty_risk,new_counterparty,imbalanced_flow
W0223,W0255,2026-01-26 17:39:13,209.6015,0.699529,review,146.622253,risky_address_exposure,high_wallet_velocity,new_counterparty
W0224,W0414,2026-01-23 05:30:36,225.950736,0.459386,monitor,103.79869,high_wallet_velocity,new_counterparty,
W0225,W0274,2026-03-20 01:33:58,6.831597,0.40696,monitor,2.780183,high_wallet_velocity,new_counterparty,imbalanced_flow
W0226,W0164,2026-01-09 02:45:48,922.651949,0.175755,normal,162.160545,new_counterparty,imbalanced_flow,
W0226,W0687,2026-01-19 21:39:34,65.715598,0.535696,monitor,35.203607,risky_address_exposure,new_counterparty,
W0226,W0784,2026-01-25 16:10:17,387.520459,0.282668,normal,109.539469,high_wallet_velocity,new_counterparty,imbalanced_flow
W0227,W0503,2026-01-08 03:51:50,18.408669,0.613975,monitor,11.302463,risky_address_exposure,high_wallet_velocity,new_counterparty
W0228,W0029,2026-01-20 06:54:59,32.269663,0.66255,review,21.380258,risky_address_exposure,high_wallet_velocity,new_counterparty
W0228,W0246,2026-03-15 16:11:07,72123.225649,0.416698,monitor,30053.574755,high_wallet_velocity,large_transfer,new_counterparty
W0229,W0576,2025-12-21 12:49:15,77.034652,0.513125,monitor,39.528401,risky_address_exposure,new_counterparty,imbalanced_flow
W0229,W0760,2026-01-15 06:20:20,436.610863,0.518157,monitor,226.232868,risky_address_exposure,new_counterparty,imbalanced_flow
W0230,W0211,2026-03-17 15:50:57,288.401467,0.242716,normal,69.999645,high_wallet_velocity,new_counterparty,imbalanced_flow
W0230,W0438,2026-03-18 16:57:45,13.306267,0.725414,review,9.65255,high_counterparty_risk,risky_address_exposure,new_counterparty
W0231,W0619,2025-12-22 17:00:49,341.402859,0.234663,normal,80.114634,new_counterparty,imbalanced_flow,
W0231,W0785,2026-02-06 12:10:14,9675.837712,0.559861,monitor,5417.121751,risky_address_exposure,high_wallet_velocity,new_counterparty
W0231,W0149,2026-02-07 20:18:19,21699.584618,0.319704,normal,6937.454369,high_wallet_velocity,large_transfer,new_counterparty
W0231,W0790,2026-03-09 19:09:23,25.689465,0.44249,monitor,11.367335,risky_address_exposure,new_counterparty,imbalanced_flow
W0231,W0157,2026-03-12 18:30:36,1144.978803,0.569568,monitor,652.143239,risky_address_exposure,new_counterparty,
W0232,W0155,2026-01-06 23:44:34,30.284126,0.192859,normal,5.84057,new_counterparty,imbalanced_flow,
W0232,W0735,2026-01-30 13:52:16,180.503364,0.238144,normal,42.985751,high_wallet_velocity,new_counterparty,imbalanced_flow
W0232,W0697,2026-03-07 17:19:44,613.420162,0.704759,review,432.313362,risky_address_exposure,high_wallet_velocity,new_counterparty
W0233,W0774,2026-01-05 08:11:16,4.142955,0.331066,normal,1.371592,high_wallet_velocity,new_counterparty,imbalanced_flow
W0233,W0351,2026-03-16 06:48:14,37.188411,0.657426,review,24.448638,risky_address_exposure,high_wallet_velocity,new_counterparty
W0233,W0479,2026-03-17 20:16:30,24.374433,0.278114,normal,6.778878,high_wallet_velocity,new_counterparty,imbalanced_flow
W0235,W0663,2025-12-31 20:28:54,34482.481823,0.460182,monitor,15868.224107,high_wallet_velocity,large_transfer,new_counterparty
W0236,W0275,2026-01-07 08:37:10,30574.978015,0.442015,monitor,13514.613388,high_wallet_velocity,large_transfer,new_counterparty
W0237,W0018,2025-12-23 08:37:31,812.32919,0.224606,normal,182.453633,high_wallet_velocity,new_counterparty,imbalanced_flow
W0237,W0057,2026-01-09 17:00:16,14600.473854,0.392923,normal,5736.869013,high_wallet_velocity,large_transfer,new_counterparty
W0237,W0015,2026-01-14 23:15:09,2081021.350577,0.32443,normal,675144.840872,large_transfer,new_counterparty,imbalanced_flow
W0237,W0711,2026-01-17 19:20:06,1398.352235,0.49321,monitor,689.681219,high_counterparty_risk,high_wallet_velocity,new_counterparty
W0237,W0425,2026-01-21 05:35:24,247.034043,0.257201,normal,63.537515,high_wallet_velocity,new_counterparty,imbalanced_flow
W0237,W0195,2026-02-21 23:15:26,61.440725,0.324818,normal,19.957061,high_wallet_velocity,new_counterparty,imbalanced_flow
W0237,W0558,2026-02-22 01:13:17,98.797107,0.260218,normal,25.708824,high_wallet_velocity,new_counterparty,imbalanced_flow
W0237,W0360,2026-03-05 07:22:56,21142.588191,0.360156,normal,7614.627114,high_wallet_velocity,large_transfer,new_counterparty
W0238,W0092,2025-12-27 06:35:13,203.340355,0.514646,monitor,104.648277,high_counterparty_risk,high_wallet_velocity,new_counterparty
W0238,W0034,2026-02-09 21:19:28,2300.455474,0.243006,normal,559.025214,new_counterparty,imbalanced_flow,
W0238,W0556,2026-02-27 17:03:12,847.070789,0.300994,normal,254.963005,high_wallet_velocity,new_counterparty,imbalanced_flow
W0238,W0717,2026-03-12 08:01:36,301.696734,0.56818,monitor,171.417998,risky_address_exposure,high_wallet_velocity,new_counterparty
W0239,W0753,2025-12-23 17:25:05,222.457024,0.261976,normal,58.278294,high_wallet_velocity,new_counterparty,imbalanced_flow
W0239,W0078,2026-02-08 02:35:38,8505.935096,0.266769,normal,2269.121503,new_counterparty,imbalanced_flow,
W0239,W0666,2026-02-19 17:56:20,12553.398297,0.270969,normal,3401.575802,new_counterparty,imbalanced_flow,
W0240,W0475,2026-01-07 09:24:05,92.072915,0.28541,normal,26.278521,high_wallet_velocity,new_counterparty,imbalanced_flow
W0240,W0466,2026-01-11 10:00:32,1000.551219,0.258169,normal,258.310954,high_wallet_velocity,new_counterparty,
W0240,W0525,2026-01-22 08:26:12,138.115519,0.218331,normal,30.154889,new_counterparty,,
W0240,W0780,2026-01-26 16:45:10,59.189605,0.273781,normal,16.204995,high_wallet_velocity,new_counterparty,
W0240,W0377,2026-01-30 13:22:18,44.668836,0.29024,normal,12.964673,high_wallet_velocity,new_counterparty,
W0240,W0753,2026-03-02 10:40:32,101.755485,0.540255,monitor,54.973941,risky_address_exposure,high_wallet_velocity,new_counterparty
W0240,W0371,2026-03-08 20:55:06,231.417418,0.291439,normal,67.444162,high_wallet_velocity,new_counterparty,imbalanced_flow
W0242,W0243,2026-01-13 01:35:26,479.120607,0.369112,normal,176.849225,high_wallet_velocity,new_counterparty,imbalanced_flow
W0242,W0595,2026-01-14 12:28:38,315.06529,0.283206,normal,89.228466,high_wallet_velocity,new_counterparty,imbalanced_flow
W0242,W0026,2026-01-21 08:20:27,7966.024311,0.627988,monitor,5002.570725,high_counterparty_risk,high_wallet_velocity,new_counterparty
W0242,W0592,2026-02-21 18:59:47,196.369761,0.777191,review,152.616823,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0242,W0151,2026-02-23 19:31:14,1167.319993,0.486558,monitor,567.969121,risky_address_exposure,high_wallet_velocity,new_counterparty
W0243,W0029,2025-12-25 12:58:00,351.783325,0.72199,review,253.983951,high_counterparty_risk,risky_address_exposure,new_counterparty
W0243,W0180,2025-12-30 11:06:07,63.094813,0.256848,normal,16.205802,new_counterparty,,
W0243,W0238,2026-01-16 03:55:35,40.768068,0.307273,normal,12.526935,high_wallet_velocity,new_counterparty,
W0243,W0090,2026-02-28 21:26:51,27.98614,0.265982,normal,7.443801,high_wallet_velocity,new_counterparty,
W0243,W0779,2026-03-09 05:32:39,648.968535,0.363616,normal,235.975399,high_wallet_velocity,new_counterparty,imbalanced_flow
W0244,W0319,2026-02-22 18:33:39,1011.283551,0.302963,normal,306.38107,high_wallet_velocity,new_counterparty,imbalanced_flow
W0245,W0437,2025-12-27 23:35:20,19.023842,0.169223,normal,3.219268,new_counterparty,imbalanced_flow,
W0245,W0507,2026-02-04 18:57:36,57.445582,0.23554,normal,13.53076,new_counterparty,imbalanced_flow,
W0246,W0033,2026-01-15 07:23:25,509.634853,0.691034,review,352.174778,high_counterparty_risk,risky_address_exposure,new_counterparty
W0246,W0312,2026-01-27 17:08:04,3681.966049,0.498689,monitor,1836.155864,risky_address_exposure,high_wallet_velocity,new_counterparty
W0246,W0016,2026-02-07 21:19:20,34.110933,0.360848,normal,12.308866,high_wallet_velocity,new_counterparty,imbalanced_flow
W0246,W0275,2026-02-26 06:32:40,20.219742,0.28484,normal,5.759397,new_counterparty,imbalanced_flow,
W0246,W0475,2026-03-06 22:20:09,1948.662325,0.274084,normal,534.096484,high_wallet_velocity,new_counterparty,
W0246,W0561,2026-03-08 23:01:57,158.741451,0.285439,normal,45.311046,high_wallet_velocity,new_counterparty,
W0247,W0045,2026-02-11 19:38:30,2305.513026,0.255246,normal,588.472511,high_wallet_velocity,new_counterparty,
W0248,W0214,2025-12-23 01:55:43,1461.339385,0.270222,normal,394.885635,high_wallet_velocity,new_counterparty,
W0248,W0186,2026-01-14 00:57:35,1226.156696,0.481623,monitor,590.545831,high_wallet_velocity,new_counterparty,imbalanced_flow
W0248,W0707,2026-02-05 18:40:52,37460.018153,0.42234,monitor,15820.877325,high_wallet_velocity,large_transfer,new_counterparty
W0249,W0317,2026-01-24 18:34:09,1073.80136,0.501464,monitor,538.472976,high_counterparty_risk,high_wallet_velocity,new_counterparty
W0249,W0399,2026-03-17 22:19:10,43.383616,0.283051,normal,12.279763,high_wallet_velocity,new_counterparty,
W0250,W0779,2025-12-22 10:49:39,55.105136,0.318171,normal,17.532862,high_wallet_velocity,new_counterparty,imbalanced_flow
W0250,W0738,2025-12-28 15:43:34,177.22756,0.43835,monitor,77.687745,risky_address_exposure,high_wallet_velocity,new_counterparty
W0250,W0730,2026-01-07 18:30:21,127.354761,0.622338,monitor,79.257649,risky_address_exposure,high_wallet_velocity,new_counterparty
W0250,W0230,2026-01-09 00:46:06,5.014781,0.448742,monitor,2.250342,high_wallet_velocity,new_counterparty,
W0250,W0296,2026-01-24 10:34:11,370.105768,0.21816,normal,80.742288,high_wallet_velocity,new_counterparty,imbalanced_flow
W0250,W0282,2026-02-22 10:25:04,5167.339634,0.464728,monitor,2401.408107,risky_address_exposure,high_wallet_velocity,new_counterparty
W0250,W0616,2026-03-06 11:02:57,1857.775965,0.229571,normal,426.491052,new_counterparty,imbalanced_flow,
W0250,W0468,2026-03-15 14:13:52,824.722094,0.151635,normal,125.056607,new_counterparty,,
W0251,W0683,2026-01-27 01:22:34,161.222572,0.476436,monitor,76.812241,risky_address_exposure,new_counterparty,imbalanced_flow
W0251,W0541,2026-02-25 16:09:36,26965.951791,0.578427,monitor,15597.827182,high_wallet_velocity,large_transfer,new_counterparty
W0252,W0277,2025-12-25 10:31:14,97.530778,0.665054,review,64.863241,risky_address_exposure,high_wallet_velocity,new_counterparty
W0252,W0176,2026-02-24 06:50:17,5535.735516,0.484692,monitor,2683.127192,risky_address_exposure,new_counterparty,imbalanced_flow
W0252,W0546,2026-03-14 11:45:44,2321.366469,0.175671,normal,407.797692,new_counterparty,,
W0253,W0599,2026-03-20 07:39:52,766.032234,0.506401,monitor,387.919349,high_wallet_velocity,new_counterparty,imbalanced_flow
W0254,W0118,2026-01-06 22:55:27,208.561232,0.701644,review,146.335749,risky_address_exposure,high_wallet_velocity,new_counterparty
W0254,W0122,2026-01-14 03:00:43,4122.315748,0.345178,normal,1422.932077,high_wallet_velocity,new_counterparty,imbalanced_flow
W0254,W0089,2026-01-16 06:41:51,77.069433,0.355109,normal,27.368084,new_counterparty,,
W0254,W0359,2026-01-19 00:16:51,682.951178,0.158916,normal,108.531972,new_counterparty,,
W0254,W0777,2026-02-06 06:00:37,5560.899302,0.234499,normal,1304.023435,high_wallet_velocity,new_counterparty,imbalanced_flow
W0254,W0420,2026-02-27 14:39:49,2.846358,0.183353,normal,0.521888,new_counterparty,imbalanced_flow,
W0254,W0256,2026-03-09 10:35:09,84.33125,0.269813,normal,22.753681,new_counterparty,imbalanced_flow,
W0254,W0599,2026-03-09 20:26:08,228.051147,0.503421,monitor,114.805682,risky_address_exposure,high_wallet_velocity,new_counterparty
W0255,W0309,2025-12-24 01:50:59,2641.438211,0.485525,monitor,1282.484001,risky_address_exposure,high_wallet_velocity,new_counterparty
W0255,W0346,2025-12-31 18:42:25,152.211466,0.532662,monitor,81.077266,risky_address_exposure,new_counterparty,
W0255,W0342,2026-02-25 07:59:53,285.827373,0.625479,monitor,178.779007,risky_address_exposure,high_wallet_velocity,new_counterparty
W0256,W0790,2025-12-28 19:53:00,95.928038,0.260827,normal,25.020597,high_wallet_velocity,new_counterparty,imbalanced_flow
W0257,W0638,2026-01-13 22:48:44,3.816956,0.394676,normal,1.506459,high_wallet_velocity,new_counterparty,imbalanced_flow
W0257,W0144,2026-01-20 02:48:32,6260.408226,0.275969,normal,1727.678217,high_wallet_velocity,new_counterparty,
W0257,W0233,2026-03-18 12:12:03,1412.150268,0.537139,monitor,758.520325,risky_address_exposure,high_wallet_velocity,new_counterparty
W0258,W0231,2025-12-23 05:19:14,16.126149,0.522826,monitor,8.431174,risky_address_exposure,new_counterparty,imbalanced_flow
W0258,W0653,2026-01-18 22:26:29,58776.76481,0.438913,monitor,25797.914722,large_transfer,new_counterparty,imbalanced_flow
W0258,W0032,2026-02-08 07:42:08,254.225629,0.40273,monitor,102.384231,high_wallet_velocity,new_counterparty,imbalanced_flow
W0259,W0181,2026-01-19 06:03:21,538.23133,0.323308,normal,174.01435,high_wallet_velocity,new_counterparty,imbalanced_flow
W0259,W0388,2026-02-07 09:21:20,286.785293,0.332108,normal,95.243622,risky_address_exposure,new_counterparty,
W0259,W0015,2026-02-14 17:36:46,292.816303,0.545229,monitor,159.651885,risky_address_exposure,high_wallet_velocity,new_counterparty
W0259,W0520,2026-03-09 21:53:36,156.597875,0.500508,monitor,78.378551,risky_address_exposure,high_wallet_velocity,new_counterparty
W0260,W0221,2026-02-12 11:59:31,179.73329,0.663909,review,119.326502,high_counterparty_risk,risky_address_exposure,new_counterparty
W0260,W0451,2026-02-26 17:24:43,1581.79725,0.24061,normal,380.596741,new_counterparty,imbalanced_flow,
W0260,W0611,2026-03-14 14:27:51,220.620717,0.272981,normal,60.225274,high_wallet_velocity,new_counterparty,imbalanced_flow
W0260,W0756,2026-03-20 19:01:02,80.531803,0.592466,monitor,47.712338,high_counterparty_risk,high_wallet_velocity,new_counterparty
W0261,W0525,2025-12-24 21:22:59,2.987311,0.254381,normal,0.759916,high_wallet_velocity,new_counterparty,
W0262,W0064,2026-02-09 11:17:06,52.864015,0.44434,monitor,23.489612,risky_address_exposure,high_wallet_velocity,new_counterparty
W0262,W0070,2026-02-13 20:26:12,2660.650279,0.659357,review,1754.31895,risky_address_exposure,high_wallet_velocity,new_counterparty
W0263,W0688,2026-01-04 00:50:14,30.437041,0.267453,normal,8.14047,new_counterparty,imbalanced_flow,
W0263,W0555,2026-01-05 04:38:05,67.070062,0.305683,normal,20.50219,high_wallet_velocity,new_counterparty,imbalanced_flow
W0263,W0603,2026-02-06 13:12:55,3.938121,0.4637,monitor,1.826105,risky_address_exposure,high_wallet_velocity,new_counterparty
W0264,W0444,2025-12-21 12:22:36,273.886242,0.301817,normal,82.663442,high_wallet_velocity,new_counterparty,
W0264,W0081,2026-02-02 09:44:49,922.269859,0.424342,monitor,391.358271,high_wallet_velocity,new_counterparty,imbalanced_flow
W0264,W0309,2026-02-21 16:12:12,1562.622427,0.224829,normal,351.323202,high_wallet_velocity,new_counterparty,imbalanced_flow
W0264,W0659,2026-03-01 08:44:23,564.180994,0.333624,normal,188.224321,high_wallet_velocity,new_counterparty,
W0265,W0335,2026-01-08 01:22:05,121.918708,0.296765,normal,36.181254,high_wallet_velocity,new_counterparty,imbalanced_flow
W0265,W0798,2026-01-08 07:48:31,4.706416,0.568234,monitor,2.674346,risky_address_exposure,new_counterparty,imbalanced_flow
W0265,W0629,2026-01-09 07:24:26,2.51704,0.256074,normal,0.64455,high_wallet_velocity,new_counterparty,imbalanced_flow
W0265,W0546,2026-01-11 21:51:29,719.565436,0.641895,monitor,461.885773,risky_address_exposure,high_wallet_velocity,new_counterparty
W0265,W0075,2026-01-12 09:58:26,237.859396,0.32948,normal,78.369838,high_wallet_velocity,new_counterparty,imbalanced_flow
W0265,W0522,2026-01-20 07:30:51,2438.265383,0.293644,normal,715.982143,new_counterparty,imbalanced_flow,
W0265,W0566,2026-02-04 12:39:50,992.211787,0.333923,normal,331.322223,high_wallet_velocity,new_counterparty,imbalanced_flow
W0266,W0371,2026-01-09 18:53:45,47.563654,0.713243,review,33.924458,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0266,W0247,2026-02-27 23:50:06,32.212613,0.306633,normal,9.877447,high_wallet_velocity,new_counterparty,
W0266,W0724,2026-03-08 21:22:08,5342.21546,0.785196,review,4194.687905,high_counterparty_risk,risky_address_exposure,high_wallet_velocity
W0267,W0268,2025-12-27 08:17:01,623.854517,0.239068,normal,149.143633,high_wallet_velocity,new_counterparty,
W0267,W0595,2026-01-11 19:53:48,340.931873,0.182588,normal,62.249916,new_counterparty,imbalanced_flow,
W0267,W0281,2026-01-16 19:42:12,2075.167969,0.519266,monitor,1077.56377,high_wallet_velocity,new_counterparty,imbalanced_flow
W0267,W0661,2026-03-03 14:29:48,638.889754,0.283275,normal,180.981381,high_wallet_velocity,new_counterparty,imbalanced_flow
W0267,W0313,2026-03-04 12:32:42,145.672495,0.257855,normal,37.562399,high_wallet_velocity,new_counterparty,
W0267,W0224,2026-03-12 00:20:07,6311.67083,0.413742,monitor,2611.4006,risky_address_exposure,new_counterparty,imbalanced_flow
W0267,W0156,2026-03-19 19:54:01,241.727746,0.196975,normal,47.614405,new_counterparty,,
