transaction_id,account_id,transaction_time,amount,merchant_category,merchant_risk_band,location_proxy,device_proxy,account_age_days,transaction_count_24h,amount_count_24h,fraud_flag,chargeback_loss,velocity_1h,velocity_24h,merchant_risk_score,new_device_flag,new_location_flag,night_transaction_flag,high_amount_flag,account_tenure_band,amount_zscore_by_account
TXN-002286,ACCT-00576,2024-08-22 20:16:17,22.07,grocery,low,home_region,known_device_b,800,4,75.56,0,0.0,0,4,0.1,0,0,0,0,long_tenure,-0.0535
TXN-002287,ACCT-00495,2024-08-23 10:03:56,47.18,other,medium,adjacent_region,known_device_a,965,2,110.3,0,0.0,1,2,0.45,0,0,0,0,long_tenure,0.3554
TXN-002288,ACCT-00309,2024-08-23 06:15:08,180.05,fuel,low,adjacent_region,known_device_a,716,2,278.66,0,0.0,0,3,0.1,0,0,0,1,established,0.233
TXN-002289,ACCT-00745,2024-08-23 13:24:13,31.44,digital_goods,high,home_region,known_device_b,1044,2,76.07,0,0.0,0,3,0.82,0,0,0,0,long_tenure,-0.2512
TXN-002290,ACCT-00949,2024-08-23 04:53:54,144.14,fuel,low,home_region,known_device_b,1810,3,393.93,0,0.0,0,3,0.1,0,0,1,1,long_tenure,0.5537
TXN-002291,ACCT-00056,2024-08-23 03:47:22,80.68,fuel,low,adjacent_region,known_device_a,109,3,206.03,0,0.0,0,5,0.1,0,1,1,0,seasoning,-0.3332
TXN-002292,ACCT-00845,2024-08-23 22:09:44,43.92,fuel,low,home_region,known_device_b,408,1,53.9,0,0.0,1,2,0.1,0,1,0,0,established,-1.0419
TXN-002293,ACCT-00003,2024-08-23 07:58:33,55.26,digital_goods,high,home_region,known_device_b,1534,2,90.45,0,0.0,0,2,0.82,0,0,0,0,long_tenure,0.2905
TXN-002294,ACCT-00535,2024-08-23 06:21:41,32.51,cash_like,high,home_region,known_device_a,1521,5,140.12,0,0.0,0,6,0.82,0,0,0,0,long_tenure,-0.1863
TXN-002295,ACCT-00499,2024-08-23 16:21:40,34.38,fuel,low,home_region,known_device_b,544,3,84.04,0,0.0,0,3,0.1,0,0,0,0,established,-0.2993
TXN-002296,ACCT-00768,2024-08-23 22:31:30,36.18,digital_goods,high,distant_region,new_device,469,6,217.13,0,0.0,0,7,0.82,1,0,0,0,established,-0.6761
TXN-002297,ACCT-00523,2024-08-23 09:07:27,49.63,grocery,low,home_region,known_device_b,1578,4,246.07,0,0.0,0,5,0.1,0,0,0,0,long_tenure,-0.6503
TXN-002298,ACCT-00792,2024-08-23 17:38:04,49.6,fuel,low,home_region,known_device_b,447,2,117.25,0,0.0,0,3,0.1,0,0,0,0,established,-0.4774
TXN-002299,ACCT-00387,2024-08-23 21:08:40,59.42,other,medium,distant_region,known_device_b,975,4,212.87,0,0.0,0,6,0.45,0,0,0,0,long_tenure,0.1942
TXN-002300,ACCT-00229,2024-08-23 11:43:17,80.37,travel,medium,home_region,known_device_b,1744,3,238.2,0,0.0,0,5,0.45,0,0,0,0,long_tenure,0.396
TXN-002301,ACCT-00507,2024-08-23 06:36:25,61.72,fuel,low,distant_region,known_device_b,880,5,319.72,0,0.0,2,6,0.1,0,1,0,0,long_tenure,0.0638
TXN-002302,ACCT-00192,2024-08-24 10:51:23,70.26,electronics,medium,distant_region,known_device_b,95,5,386.32,0,0.0,0,7,0.45,0,0,0,0,seasoning,-0.1036
TXN-002303,ACCT-00605,2024-08-24 02:50:48,27.06,fuel,low,home_region,known_device_a,1096,2,41.69,0,0.0,0,2,0.1,0,0,1,0,long_tenure,-1.0242
TXN-002304,ACCT-00350,2024-08-24 01:00:06,62.59,digital_goods,high,home_region,known_device_b,1110,3,186.62,0,0.0,1,6,0.82,0,0,1,0,long_tenure,0.1559
TXN-002305,ACCT-00282,2024-08-24 08:20:48,153.68,grocery,low,cross_border,new_device,1268,4,501.55,0,0.0,0,4,0.1,1,0,0,1,long_tenure,0.3017
TXN-002306,ACCT-00064,2024-08-24 04:13:22,18.45,digital_goods,high,home_region,known_device_b,242,8,142.42,0,0.0,0,9,0.82,0,0,1,0,established,-2.0288
TXN-002307,ACCT-00456,2024-08-24 04:58:33,590.97,fuel,low,home_region,known_device_b,742,4,2412.89,0,0.0,0,6,0.1,0,0,1,1,long_tenure,1.6034
TXN-002308,ACCT-00424,2024-08-24 07:38:38,128.19,other,medium,home_region,known_device_a,784,4,482.9,0,0.0,0,5,0.45,0,0,0,0,long_tenure,0.8481
TXN-002309,ACCT-00025,2024-08-24 18:12:39,9.6,cash_like,high,home_region,known_device_a,136,8,88.8,0,0.0,0,9,0.82,0,0,0,0,seasoning,-1.6443
TXN-002310,ACCT-00531,2024-08-25 00:59:59,36.19,cash_like,high,home_region,known_device_b,890,2,82.89,0,0.0,1,2,0.82,0,1,1,0,long_tenure,-0.0184
TXN-002311,ACCT-00638,2024-08-25 04:44:51,59.35,restaurant,low,distant_region,known_device_b,417,6,318.56,0,0.0,2,8,0.1,0,0,1,0,established,-0.3716
TXN-002312,ACCT-00280,2024-08-25 13:54:44,75.4,electronics,medium,distant_region,known_device_b,427,3,225.78,0,0.0,1,4,0.45,0,0,0,0,established,0.4914
TXN-002313,ACCT-00261,2024-08-25 22:38:32,40.79,grocery,low,home_region,known_device_a,934,3,96.55,0,0.0,2,4,0.1,0,0,0,0,long_tenure,0.7239
TXN-002314,ACCT-00748,2024-08-25 12:17:47,47.81,grocery,low,home_region,known_device_a,77,2,109.26,0,0.0,1,5,0.1,0,0,0,0,seasoning,0.1467
TXN-002315,ACCT-00671,2024-08-25 16:31:34,25.47,travel,medium,home_region,known_device_b,686,3,70.26,0,0.0,2,4,0.45,0,1,0,0,established,-1.7614
TXN-002316,ACCT-00284,2024-08-25 02:48:55,169.3,grocery,low,home_region,new_device,770,6,968.55,0,0.0,1,7,0.1,1,0,1,1,long_tenure,1.4897
TXN-002317,ACCT-00336,2024-08-26 11:24:16,83.25,cash_like,high,home_region,known_device_a,1392,7,660.17,0,0.0,1,8,0.82,0,0,0,0,long_tenure,0.5755
TXN-002318,ACCT-00915,2024-08-26 19:00:09,23.7,digital_goods,high,home_region,known_device_a,765,2,57.48,0,0.0,0,3,0.82,0,0,0,0,long_tenure,-0.995
TXN-002319,ACCT-00496,2024-08-26 05:32:16,22.96,other,medium,home_region,known_device_a,1320,2,43.0,0,0.0,0,5,0.45,0,0,0,0,long_tenure,-1.066
TXN-002320,ACCT-00021,2024-08-26 19:39:01,103.35,electronics,medium,home_region,known_device_a,818,3,243.38,0,0.0,2,3,0.45,0,0,0,0,long_tenure,1.1934
TXN-002321,ACCT-00086,2024-08-26 00:12:54,57.97,digital_goods,high,adjacent_region,known_device_a,69,4,283.27,0,0.0,0,5,0.82,0,0,1,0,seasoning,-1.1992
TXN-002322,ACCT-00495,2024-08-26 04:28:15,38.3,travel,medium,adjacent_region,known_device_a,965,4,187.03,0,0.0,1,8,0.45,0,1,1,0,long_tenure,0.1209
TXN-002323,ACCT-00133,2024-08-26 20:33:34,98.62,restaurant,low,home_region,known_device_b,958,4,429.86,0,0.0,2,6,0.1,0,0,0,0,long_tenure,-0.3627
TXN-002324,ACCT-00871,2024-08-26 16:09:09,28.23,restaurant,low,home_region,known_device_b,1530,2,61.09,0,0.0,2,3,0.1,0,1,0,0,long_tenure,-1.1981
TXN-002325,ACCT-00113,2024-08-26 11:06:51,41.84,cash_like,high,distant_region,known_device_a,329,6,196.07,0,0.0,0,10,0.82,0,0,0,0,established,-0.2946
TXN-002326,ACCT-00478,2024-08-26 10:58:23,60.71,grocery,low,home_region,known_device_b,1701,3,205.66,0,0.0,0,5,0.1,0,0,0,0,long_tenure,0.2006
TXN-002327,ACCT-00480,2024-08-26 21:50:14,266.84,travel,medium,home_region,new_device,1566,6,1898.41,0,0.0,1,8,0.45,1,0,0,1,long_tenure,1.6593
TXN-002328,ACCT-00387,2024-08-27 22:22:54,145.63,travel,medium,home_region,known_device_a,975,3,519.08,0,0.0,0,4,0.45,0,0,0,1,long_tenure,1.3436
TXN-002329,ACCT-00880,2024-08-27 22:51:52,44.44,travel,medium,home_region,known_device_b,741,4,138.1,0,0.0,0,5,0.45,0,0,0,0,long_tenure,0.937
TXN-002330,ACCT-00468,2024-08-27 18:25:41,21.53,restaurant,low,home_region,known_device_b,616,4,77.11,0,0.0,0,6,0.1,0,0,0,0,established,-0.7469
TXN-002331,ACCT-00364,2024-08-27 13:14:06,12.66,electronics,medium,home_region,new_device,858,5,51.04,0,0.0,0,7,0.45,1,0,0,0,long_tenure,-1.9155
TXN-002332,ACCT-00657,2024-08-27 20:50:19,17.7,restaurant,low,cross_border,known_device_b,583,4,68.32,0,0.0,1,4,0.1,0,0,0,0,established,-0.5721
TXN-002333,ACCT-00799,2024-08-27 01:47:09,50.04,fuel,low,home_region,known_device_b,263,2,102.55,0,0.0,1,4,0.1,0,0,1,0,established,0.7733
TXN-002334,ACCT-00588,2024-08-27 19:09:27,35.55,travel,medium,adjacent_region,known_device_b,1497,2,86.41,0,0.0,1,2,0.45,0,0,0,0,long_tenure,-0.1967
TXN-002335,ACCT-00461,2024-08-27 03:59:31,33.32,other,medium,home_region,known_device_a,728,2,73.74,0,0.0,1,4,0.45,0,0,1,0,long_tenure,-0.5108
TXN-002336,ACCT-00800,2024-08-27 13:12:18,51.73,electronics,medium,home_region,known_device_a,781,2,95.57,0,0.0,0,3,0.45,0,0,0,0,long_tenure,0.4232
TXN-002337,ACCT-00428,2024-08-28 01:51:05,190.8,restaurant,low,home_region,known_device_b,1062,3,466.72,0,0.0,0,3,0.1,0,0,1,1,long_tenure,0.5119
TXN-002338,ACCT-00234,2024-08-28 04:42:16,14.58,restaurant,low,home_region,known_device_a,1158,2,29.99,0,0.0,0,3,0.1,0,0,1,0,long_tenure,-2.2888
TXN-002339,ACCT-00015,2024-08-28 21:13:09,18.37,travel,medium,distant_region,known_device_b,108,4,89.76,0,0.0,0,5,0.45,0,1,0,0,seasoning,-0.8767
TXN-002340,ACCT-00645,2024-08-28 22:01:58,166.46,restaurant,low,home_region,known_device_a,758,4,756.23,0,0.0,0,4,0.1,0,0,0,1,long_tenure,1.8421
TXN-002341,ACCT-00550,2024-08-28 03:37:07,18.29,other,medium,home_region,new_device,1269,5,77.26,0,0.0,2,6,0.45,1,0,1,0,long_tenure,-1.0987
TXN-002342,ACCT-00539,2024-08-28 14:50:19,16.74,grocery,low,home_region,known_device_a,504,3,60.63,0,0.0,0,7,0.1,0,0,0,0,established,-1.3309
TXN-002343,ACCT-00576,2024-08-28 14:41:29,28.18,grocery,low,distant_region,known_device_b,800,6,164.93,0,0.0,0,7,0.1,0,0,0,0,long_tenure,0.631
TXN-002344,ACCT-00461,2024-08-28 19:19:28,72.9,grocery,low,home_region,known_device_a,728,4,334.87,0,0.0,0,5,0.1,0,0,0,0,long_tenure,0.785
TXN-002345,ACCT-00196,2024-08-28 23:22:50,38.99,electronics,medium,cross_border,new_device,187,3,138.75,0,0.0,0,6,0.45,1,0,1,0,established,0.6018
TXN-002346,ACCT-00656,2024-08-28 18:34:06,68.53,electronics,medium,adjacent_region,known_device_a,1317,1,77.81,0,0.0,0,2,0.45,0,0,0,0,long_tenure,1.4272
TXN-002347,ACCT-00632,2024-08-28 10:25:59,66.98,restaurant,low,distant_region,known_device_a,1270,2,147.65,0,0.0,0,4,0.1,0,0,0,0,long_tenure,0.5647
TXN-002348,ACCT-00038,2024-08-28 10:02:32,56.16,cash_like,high,adjacent_region,known_device_a,1054,4,204.54,0,0.0,0,8,0.82,0,0,0,0,long_tenure,-0.2282
TXN-002349,ACCT-00216,2024-08-28 21:59:55,36.94,digital_goods,high,home_region,known_device_b,45,6,228.52,0,0.0,0,7,0.82,0,0,0,0,seasoning,0.0574
TXN-002350,ACCT-00065,2024-08-28 08:06:27,44.37,fuel,low,home_region,known_device_a,264,2,70.37,0,0.0,0,4,0.1,0,0,0,0,established,0.2214
TXN-002351,ACCT-00062,2024-08-29 02:10:21,126.34,other,medium,cross_border,known_device_a,306,4,448.81,0,0.0,0,4,0.45,0,0,1,0,established,0.7663
TXN-002352,ACCT-00757,2024-08-29 23:27:46,37.89,fuel,low,adjacent_region,new_device,282,4,182.5,0,0.0,2,4,0.1,1,0,1,0,established,-1.6856
TXN-002353,ACCT-00419,2024-08-29 15:09:04,169.34,fuel,low,home_region,known_device_a,1195,2,393.42,0,0.0,1,2,0.1,0,0,0,1,long_tenure,0.75
TXN-002354,ACCT-00100,2024-08-29 10:25:08,104.71,grocery,low,home_region,new_device,982,7,592.81,0,0.0,4,8,0.1,1,0,0,0,long_tenure,-0.0481
TXN-002355,ACCT-00713,2024-08-29 07:09:30,7.85,digital_goods,high,home_region,known_device_a,1793,4,23.91,0,0.0,0,6,0.82,0,0,0,0,long_tenure,-1.3607
TXN-002356,ACCT-00816,2024-08-29 01:14:20,82.41,grocery,low,home_region,new_device,990,5,364.64,0,0.0,3,5,0.1,1,1,1,0,long_tenure,0.4647
TXN-002357,ACCT-00576,2024-08-29 09:15:20,14.19,grocery,low,home_region,known_device_a,800,2,28.57,0,0.0,0,3,0.1,0,0,0,0,long_tenure,-1.2709
TXN-002358,ACCT-00377,2024-08-29 17:14:48,126.24,grocery,low,distant_region,known_device_b,950,2,217.13,0,0.0,0,3,0.1,0,0,0,0,long_tenure,0.0918
TXN-002359,ACCT-00889,2024-08-29 14:46:14,325.3,restaurant,low,distant_region,known_device_a,1146,3,1052.75,0,0.0,0,4,0.1,0,0,0,1,long_tenure,1.2741
TXN-002360,ACCT-00298,2024-08-29 05:02:10,49.77,restaurant,low,home_region,known_device_b,115,4,169.77,0,0.0,0,4,0.1,0,0,0,0,seasoning,-0.6992
TXN-002361,ACCT-00783,2024-08-30 02:23:31,32.32,fuel,low,home_region,known_device_b,1811,2,64.78,0,0.0,0,4,0.1,0,0,1,0,long_tenure,-0.9114
TXN-002362,ACCT-00126,2024-08-30 00:05:57,56.12,fuel,low,distant_region,known_device_a,861,2,92.57,0,0.0,0,2,0.1,0,0,1,0,long_tenure,0.1668
TXN-002363,ACCT-00914,2024-08-30 16:31:04,42.27,digital_goods,high,home_region,known_device_b,1161,2,65.1,0,0.0,1,4,0.82,0,1,0,0,long_tenure,-0.7737
TXN-002364,ACCT-00126,2024-08-30 06:37:18,41.16,restaurant,low,home_region,known_device_a,861,2,78.02,0,0.0,0,2,0.1,0,0,0,0,long_tenure,-0.3932
TXN-002365,ACCT-00376,2024-08-30 03:23:07,468.09,grocery,low,home_region,known_device_a,85,1,474.26,0,0.0,0,2,0.1,0,0,1,1,seasoning,0.5786
TXN-002366,ACCT-00826,2024-08-30 17:42:17,54.75,digital_goods,high,home_region,new_device,1657,7,451.73,0,0.0,3,9,0.82,1,0,0,0,long_tenure,-0.9758
TXN-002367,ACCT-00028,2024-08-30 17:55:32,67.09,travel,medium,home_region,known_device_a,1058,3,186.62,1,61.91,2,4,0.45,0,1,0,0,long_tenure,1.116
TXN-002368,ACCT-00735,2024-08-31 16:00:53,98.87,restaurant,low,home_region,known_device_a,1109,2,197.65,0,0.0,0,3,0.1,0,1,0,0,long_tenure,0.8597
TXN-002369,ACCT-00649,2024-08-31 19:34:58,33.14,fuel,low,home_region,known_device_b,1335,2,68.67,0,0.0,1,4,0.1,0,0,0,0,long_tenure,0.2186
TXN-002370,ACCT-00584,2024-08-31 18:41:21,546.01,digital_goods,high,adjacent_region,known_device_a,1849,8,3339.93,0,0.0,2,10,0.82,0,0,0,1,long_tenure,1.3872
TXN-002371,ACCT-00175,2024-08-31 17:58:20,62.81,digital_goods,high,home_region,known_device_a,1652,8,455.41,0,0.0,0,10,0.82,0,0,0,0,long_tenure,0.7454
TXN-002372,ACCT-00246,2024-08-31 19:53:47,145.96,other,medium,adjacent_region,known_device_b,891,3,528.54,0,0.0,1,5,0.45,0,0,0,1,long_tenure,0.562
TXN-002373,ACCT-00563,2024-08-31 17:36:25,36.4,restaurant,low,home_region,known_device_a,1718,1,36.74,0,0.0,0,3,0.1,0,0,0,0,long_tenure,-0.6781
TXN-002374,ACCT-00690,2024-08-31 04:47:26,63.34,grocery,low,distant_region,known_device_b,1454,1,54.82,0,0.0,0,1,0.1,0,0,1,0,long_tenure,-0.0306
TXN-002375,ACCT-00781,2024-08-31 03:59:34,9.55,grocery,low,home_region,new_device,1595,7,67.28,0,0.0,2,9,0.1,1,0,1,0,long_tenure,-1.4567
TXN-002376,ACCT-00487,2024-08-31 06:25:58,27.84,other,medium,cross_border,known_device_b,1266,4,85.5,0,0.0,0,4,0.45,0,0,0,0,long_tenure,-0.4507
TXN-002377,ACCT-00097,2024-08-31 12:25:50,8.03,digital_goods,high,cross_border,known_device_a,903,4,37.96,0,0.0,1,5,0.82,0,0,0,0,long_tenure,-1.5732
TXN-002378,ACCT-00063,2024-08-31 12:16:52,50.48,travel,medium,home_region,known_device_a,180,1,42.81,0,0.0,1,3,0.45,0,1,0,0,seasoning,0.2269
TXN-002379,ACCT-00495,2024-08-31 21:03:11,15.42,restaurant,low,home_region,known_device_a,965,4,53.15,0,0.0,0,4,0.1,0,0,0,0,long_tenure,-0.8834
TXN-002380,ACCT-00711,2024-08-31 20:23:08,55.46,restaurant,low,home_region,known_device_b,1426,2,85.96,0,0.0,0,3,0.1,0,0,0,0,long_tenure,0.0035
TXN-002381,ACCT-00635,2024-08-31 18:18:10,61.04,fuel,low,home_region,known_device_b,944,2,95.59,0,0.0,0,4,0.1,0,0,0,0,long_tenure,0.4263
TXN-002382,ACCT-00253,2024-09-01 19:36:30,60.3,other,medium,home_region,known_device_b,1807,1,60.59,0,0.0,0,2,0.45,0,1,0,0,long_tenure,0.0653
TXN-002383,ACCT-00875,2024-09-01 14:17:30,31.12,digital_goods,high,home_region,known_device_b,316,5,176.26,0,0.0,0,8,0.82,0,0,0,0,established,-0.5589
TXN-002384,ACCT-00735,2024-09-01 11:54:35,40.59,travel,medium,distant_region,known_device_a,1109,2,79.09,0,0.0,1,2,0.45,0,0,0,0,long_tenure,-0.9257
TXN-002385,ACCT-00596,2024-09-01 18:57:15,21.11,grocery,low,home_region,known_device_a,1330,2,47.6,0,0.0,0,5,0.1,0,0,0,0,long_tenure,-0.3128
TXN-002386,ACCT-00934,2024-09-01 13:56:27,43.17,travel,medium,home_region,known_device_a,283,4,144.66,0,0.0,0,4,0.45,0,0,0,0,established,-0.5108
TXN-002387,ACCT-00077,2024-09-02 08:05:22,24.86,cash_like,high,home_region,known_device_a,694,7,205.82,0,0.0,1,7,0.82,0,0,0,0,established,-1.3544
TXN-002388,ACCT-00712,2024-09-02 02:34:23,15.02,fuel,low,distant_region,known_device_a,749,2,28.54,0,0.0,0,2,0.1,0,0,1,0,long_tenure,-0.8145
TXN-002389,ACCT-00501,2024-09-02 07:19:20,147.58,other,medium,home_region,known_device_b,1160,2,222.5,0,0.0,1,2,0.45,0,0,0,1,long_tenure,1.4464
TXN-002390,ACCT-00660,2024-09-02 10:37:18,19.85,travel,medium,cross_border,known_device_b,1118,2,43.86,0,0.0,0,6,0.45,0,0,0,0,long_tenure,-1.689
TXN-002391,ACCT-00209,2024-09-02 10:03:47,12.16,restaurant,low,adjacent_region,known_device_b,795,2,21.12,0,0.0,0,5,0.1,0,0,0,0,long_tenure,-1.3124
TXN-002392,ACCT-00222,2024-09-02 22:38:44,41.19,digital_goods,high,distant_region,known_device_a,1121,6,269.38,0,0.0,2,6,0.82,0,1,0,0,long_tenure,0.0123
TXN-002393,ACCT-00191,2024-09-02 04:37:47,62.03,grocery,low,home_region,known_device_a,1050,1,70.76,0,0.0,0,4,0.1,0,0,1,0,long_tenure,0.2691
TXN-002394,ACCT-00711,2024-09-02 06:02:44,46.38,digital_goods,high,home_region,known_device_a,1426,7,404.55,0,0.0,0,7,0.82,0,0,0,0,long_tenure,-0.2045
TXN-002395,ACCT-00934,2024-09-02 20:43:35,281.83,fuel,low,home_region,known_device_b,283,4,1349.18,0,0.0,1,8,0.1,0,0,0,1,established,1.6973
TXN-002396,ACCT-00192,2024-09-02 17:38:26,34.53,travel,medium,home_region,known_device_b,95,2,68.32,0,0.0,0,3,0.45,0,0,0,0,seasoning,-1.5381
TXN-002397,ACCT-00340,2024-09-02 01:27:56,46.58,fuel,low,adjacent_region,known_device_b,267,2,86.78,0,0.0,3,4,0.1,0,0,1,0,established,0.3613
TXN-002398,ACCT-00261,2024-09-02 15:44:25,39.46,grocery,low,home_region,known_device_a,934,2,74.52,0,0.0,2,2,0.1,0,0,0,0,long_tenure,0.6741
TXN-002399,ACCT-00620,2024-09-03 00:23:55,56.69,digital_goods,high,distant_region,known_device_b,906,6,418.58,0,0.0,0,6,0.82,0,1,1,0,long_tenure,-0.3768
TXN-002400,ACCT-00254,2024-09-03 01:41:40,103.75,grocery,low,home_region,known_device_b,737,2,169.83,0,0.0,0,3,0.1,0,0,1,0,long_tenure,0.2798
TXN-002401,ACCT-00729,2024-09-03 04:48:54,22.33,electronics,medium,home_region,known_device_a,1743,3,52.58,0,0.0,1,5,0.45,0,0,1,0,long_tenure,-1.0145
TXN-002402,ACCT-00737,2024-09-03 19:41:49,26.91,fuel,low,home_region,known_device_a,663,1,28.74,0,0.0,1,1,0.1,0,0,0,0,established,0.5954
TXN-002403,ACCT-00207,2024-09-03 03:39:50,140.05,other,medium,adjacent_region,known_device_a,934,3,509.88,0,0.0,0,5,0.45,0,0,1,0,long_tenure,1.6457
TXN-002404,ACCT-00652,2024-09-03 05:10:44,129.05,other,medium,home_region,known_device_b,1222,6,958.12,0,0.0,1,7,0.45,0,0,0,0,long_tenure,1.073
TXN-002405,ACCT-00910,2024-09-03 20:33:30,8.49,restaurant,low,home_region,known_device_a,1626,3,26.7,0,0.0,0,5,0.1,0,0,0,0,long_tenure,-1.3289
TXN-002406,ACCT-00457,2024-09-03 00:20:39,12.21,electronics,medium,adjacent_region,new_device,1127,5,63.94,0,0.0,4,9,0.45,1,0,1,0,long_tenure,-1.3361
TXN-002407,ACCT-00055,2024-09-03 13:34:17,289.68,grocery,low,cross_border,known_device_b,1798,3,1027.69,0,0.0,0,6,0.1,0,0,0,1,long_tenure,0.9454
TXN-002408,ACCT-00626,2024-09-04 02:38:34,66.84,grocery,low,home_region,known_device_a,427,2,101.89,0,0.0,0,2,0.1,0,0,1,0,established,0.1064
TXN-002409,ACCT-00728,2024-09-04 12:10:19,3.56,grocery,low,home_region,known_device_b,1601,4,14.05,0,0.0,0,4,0.1,0,0,0,0,long_tenure,-1.9101
TXN-002410,ACCT-00729,2024-09-04 09:14:13,36.44,fuel,low,home_region,known_device_b,1743,2,66.95,0,0.0,0,2,0.1,0,0,0,0,long_tenure,-0.3065
TXN-002411,ACCT-00478,2024-09-04 06:56:29,61.58,fuel,low,adjacent_region,known_device_b,1701,2,140.76,0,0.0,1,3,0.1,0,0,0,0,long_tenure,0.2265
TXN-002412,ACCT-00421,2024-09-04 03:29:17,61.01,electronics,medium,adjacent_region,known_device_a,787,7,343.23,0,0.0,1,10,0.45,0,0,1,0,long_tenure,-0.5904
TXN-002413,ACCT-00253,2024-09-04 17:31:59,32.38,digital_goods,high,home_region,known_device_b,1807,5,200.56,0,0.0,0,5,0.82,0,0,0,0,long_tenure,-0.8807
TXN-002414,ACCT-00449,2024-09-04 23:59:54,38.13,digital_goods,high,home_region,new_device,694,13,482.88,0,0.0,0,15,0.82,1,0,1,0,established,-0.5135
TXN-002415,ACCT-00824,2024-09-04 11:33:01,19.27,restaurant,low,distant_region,known_device_b,1184,3,71.65,0,0.0,0,7,0.1,0,0,0,0,long_tenure,-1.7082
TXN-002416,ACCT-00465,2024-09-04 23:51:15,123.84,travel,medium,distant_region,known_device_a,10,1,127.28,0,0.0,1,1,0.45,0,0,1,0,new,1.6487
TXN-002417,ACCT-00120,2024-09-04 16:37:27,60.71,electronics,medium,home_region,known_device_a,294,4,302.93,0,0.0,1,5,0.45,0,1,0,0,established,0.8233
TXN-002418,ACCT-00052,2024-09-05 13:49:30,136.32,restaurant,low,home_region,known_device_a,1448,2,273.8,0,0.0,1,3,0.1,0,0,0,0,long_tenure,1.3588
TXN-002419,ACCT-00032,2024-09-05 02:01:02,57.96,other,medium,adjacent_region,known_device_b,1514,1,52.52,0,0.0,2,3,0.45,0,0,1,0,long_tenure,-0.2775
TXN-002420,ACCT-00451,2024-09-05 20:48:48,92.62,grocery,low,home_region,known_device_a,251,2,163.35,0,0.0,0,2,0.1,0,0,0,0,established,0.8133
TXN-002421,ACCT-00326,2024-09-05 18:54:49,28.16,travel,medium,home_region,new_device,819,3,68.67,0,0.0,0,5,0.45,1,1,0,0,long_tenure,-0.8469
TXN-002422,ACCT-00161,2024-09-05 13:17:48,38.56,grocery,low,home_region,known_device_b,805,3,96.54,0,0.0,2,4,0.1,0,0,0,0,long_tenure,0.093
TXN-002423,ACCT-00152,2024-09-05 08:05:50,15.38,other,medium,home_region,known_device_b,857,2,30.96,0,0.0,1,3,0.45,0,0,0,0,long_tenure,0.593
TXN-002424,ACCT-00325,2024-09-05 03:11:25,23.45,travel,medium,home_region,known_device_b,1674,1,24.32,0,0.0,0,2,0.45,0,0,1,0,long_tenure,-0.7327
TXN-002425,ACCT-00862,2024-09-06 14:54:55,183.64,digital_goods,high,home_region,known_device_a,712,3,606.3,0,0.0,0,4,0.82,0,0,0,1,established,1.1676
TXN-002426,ACCT-00051,2024-09-06 17:34:16,80.66,electronics,medium,home_region,known_device_a,903,3,195.61,0,0.0,0,5,0.45,0,0,0,0,long_tenure,1.2182
TXN-002427,ACCT-00272,2024-09-06 19:37:51,93.23,fuel,low,home_region,new_device,1204,8,656.6,0,0.0,2,12,0.1,1,0,0,0,long_tenure,0.7962
TXN-002428,ACCT-00343,2024-09-06 17:43:33,40.02,other,medium,home_region,known_device_b,777,4,197.7,0,0.0,0,6,0.45,0,0,0,0,long_tenure,-0.3471
TXN-002429,ACCT-00925,2024-09-06 13:16:06,110.22,restaurant,low,home_region,known_device_a,767,4,549.64,0,0.0,0,6,0.1,0,0,0,0,long_tenure,0.627
TXN-002430,ACCT-00885,2024-09-06 18:54:36,13.02,fuel,low,home_region,known_device_b,850,3,39.64,0,0.0,0,3,0.1,0,0,0,0,long_tenure,-1.1122
TXN-002431,ACCT-00307,2024-09-06 07:19:19,35.02,restaurant,low,cross_border,known_device_b,1674,3,122.8,0,0.0,0,4,0.1,0,0,0,0,long_tenure,-0.5704
TXN-002432,ACCT-00057,2024-09-06 21:59:16,165.15,digital_goods,high,home_region,known_device_b,1826,7,1012.9,0,0.0,2,9,0.82,0,0,0,1,long_tenure,1.5225
TXN-002433,ACCT-00384,2024-09-06 14:05:42,7.42,cash_like,high,adjacent_region,known_device_a,1610,4,34.42,0,0.0,2,4,0.82,0,0,0,0,long_tenure,-1.9497
TXN-002434,ACCT-00306,2024-09-07 02:08:57,101.96,restaurant,low,adjacent_region,known_device_b,1060,3,286.26,0,0.0,1,4,0.1,0,0,1,0,long_tenure,1.0433
TXN-002435,ACCT-00335,2024-09-07 19:49:38,101.04,restaurant,low,adjacent_region,known_device_b,572,2,234.47,0,0.0,0,3,0.1,0,0,0,0,established,0.3163
TXN-002436,ACCT-00125,2024-09-07 12:14:06,77.5,fuel,low,home_region,known_device_b,1742,2,148.02,0,0.0,0,3,0.1,0,0,0,0,long_tenure,-0.8789
TXN-002437,ACCT-00666,2024-09-07 22:06:15,25.22,travel,medium,adjacent_region,known_device_a,954,5,114.15,0,0.0,0,7,0.45,0,0,0,0,long_tenure,-1.1609
TXN-002438,ACCT-00463,2024-09-07 22:23:52,81.99,restaurant,low,home_region,known_device_a,1473,2,167.78,0,0.0,0,5,0.1,0,0,0,0,long_tenure,0.9354
TXN-002439,ACCT-00432,2024-09-07 23:38:35,28.38,restaurant,low,home_region,known_device_b,454,3,81.75,0,0.0,2,3,0.1,0,1,1,0,established,-1.1048
