wallet_id,counterparty_wallet_id,transaction_time,token_type,amount_usd,wallet_age_days,inflow_24h,outflow_24h,transaction_count_24h,counterparty_risk_score,risky_address_exposure_flag,stablecoin_risk_label,is_synthetic
W0240,W0475,2026-01-07T09:24:05,USDC,92.072915,703,1424.460571,101.354044,20,0.124196,0,0,True
W0742,W0798,2026-02-22T12:48:29,USDC,120.816199,197,47.144654,228.734155,6,0.597474,1,0,True
W0561,W0612,2025-12-24T08:39:36,DAI,46.93808,211,2014.436297,116.644494,10,0.064806,0,0,True
W0359,W0251,2026-01-16T17:31:38,USDC,1131.67537,384,4.161814,471.66553,17,0.484505,1,0,True
W0125,W0270,2025-12-30T16:13:11,USDT,8.894811,1139,79.730908,128.071666,7,0.156942,0,0,True
W0581,W0451,2026-01-16T10:18:47,DAI,73.955811,1406,47.636116,66.161664,12,0.058942,0,0,True
W0750,W0110,2026-02-05T00:27:29,DAI,290.832128,263,142.236434,11.862295,18,0.826646,1,0,True
W0193,W0508,2026-03-13T13:28:11,BUSD,556.857359,1284,2762.476169,254.953981,14,0.399511,0,0,True
W0458,W0717,2026-01-26T22:52:49,USDT,1552.976565,92,161.408025,20.811856,24,0.065979,0,0,True
W0040,W0056,2026-03-03T01:52:26,USDT,294.903421,1305,1704.234848,21.935327,13,0.981864,0,1,True
W0783,W0010,2025-12-30T00:37:17,USDT,148.963706,587,67.980149,412.908811,2,0.08919,0,0,True
W0022,W0607,2026-02-13T00:03:23,USDC,12886.113632,1143,37.564932,95.260458,10,0.709002,1,1,True
W0107,W0059,2026-02-22T16:26:43,USDT,183.031136,601,299.617178,13.15469,18,0.245327,0,0,True
W0445,W0720,2025-12-24T17:21:01,USDC,4450.008608,656,69.26399,271.026319,4,0.043571,0,0,True
W0632,W0462,2026-03-04T07:45:00,BUSD,179.714146,375,16.599072,517.4371,24,0.107918,0,0,True
W0422,W0486,2026-01-12T01:45:18,USDT,1573.3462,414,206.561682,48.592473,1,0.050656,0,0,True
W0690,W0648,2026-01-13T11:28:16,USDC,1933.492866,272,4116.294389,225.130656,7,0.106753,0,0,True
W0462,W0246,2026-03-06T15:13:20,BUSD,972.761792,784,52.761346,11867.455941,15,0.087359,0,0,True
W0489,W0546,2026-01-02T16:03:29,USDC,303.926632,1381,27.08547,70.383605,21,0.290904,1,0,True
W0335,W0625,2026-02-21T10:03:11,USDC,155.7923,1325,151.193714,44.565332,3,0.421537,0,0,True
W0407,W0136,2026-02-24T23:41:05,DAI,504.021365,603,217.762632,65.763617,7,0.083169,0,0,True
W0619,W0551,2026-03-04T00:50:32,USDT,472.916706,16,16.573595,305.010728,15,0.154096,1,1,True
W0050,W0404,2025-12-21T11:48:35,USDT,7239.107181,1290,549.941748,462.350339,22,0.173112,1,0,True
W0361,W0096,2026-02-26T02:48:08,USDT,3005.43738,413,4500.360436,5754.150041,2,0.367721,1,0,True
W0496,W0048,2026-03-06T21:15:27,USDT,20.313087,1027,63.985969,19.738389,29,0.289722,0,0,True
W0578,W0372,2026-01-09T21:20:24,USDT,102.309698,1480,4.622563,94.895303,25,0.182568,0,0,True
W0092,W0757,2025-12-31T12:10:40,USDT,134.489482,242,35.563553,202.372409,28,0.181361,1,0,True
W0239,W0753,2025-12-23T17:25:05,USDT,222.457024,869,2956.470943,215.299595,18,0.092885,0,0,True
W0142,W0181,2026-03-13T19:41:57,USDC,627.516046,633,214.69788,19.372189,11,0.046876,0,0,True
W0243,W0090,2026-02-28T21:26:51,BUSD,27.98614,82,29.433785,61.165086,11,0.247339,0,0,True
W0555,W0778,2025-12-28T02:46:01,USDC,633.943705,1231,804.660265,42.413258,27,0.177684,0,0,True
W0371,W0245,2026-01-17T22:01:33,USDT,547.825971,1075,373.069009,132.929737,22,0.224086,0,0,True
W0641,W0187,2026-01-09T03:48:21,USDT,593.876537,493,92.025936,577.994744,16,0.177694,0,0,True
W0158,W0794,2026-01-23T08:23:45,USDC,22.043819,270,1.710709,78.256773,26,0.226195,0,0,True
W0404,W0582,2026-01-08T12:30:16,DAI,3809.891871,181,145.466905,113.793736,21,0.777341,1,0,True
W0503,W0379,2026-01-22T20:21:06,USDT,3064.940695,7,104.89055,91.273288,9,0.666979,0,0,True
W0157,W0583,2026-03-15T06:18:52,USDC,153.221895,47,62.455214,53.708262,6,0.059935,0,0,True
W0314,W0437,2026-02-14T18:30:35,USDC,2333.135861,457,71.755793,65.577701,15,0.244485,0,0,True
W0054,W0092,2026-01-03T23:03:46,BUSD,581.649614,30,18.528529,577.797222,5,0.20298,0,0,True
W0235,W0663,2025-12-31T20:28:54,USDT,34482.481823,859,96.126725,1.789282,14,0.366871,0,0,True
W0324,W0782,2026-02-18T22:02:30,USDT,264.721505,61,350.205038,28.80874,24,0.164499,0,0,True
W0531,W0628,2026-02-09T16:45:27,USDT,441.387907,1392,313.267091,17.563524,12,0.349182,1,0,True
W0052,W0538,2026-03-06T06:58:25,USDT,18.057239,1351,796.027166,92.967942,12,0.73628,0,1,True
W0648,W0195,2026-01-04T09:15:00,USDC,12.399158,649,7458.139846,9929.251277,20,0.356119,0,0,True
W0043,W0233,2026-01-29T07:06:22,USDC,54.925241,980,62.42066,132.413105,1,0.578627,1,0,True
W0101,W0299,2026-03-16T13:59:49,USDT,70.753538,282,32.813122,208.015444,14,0.881217,0,1,True
W0760,W0375,2026-01-23T01:53:46,USDT,398.125941,152,18.705402,67.617869,4,0.088454,0,0,True
W0674,W0767,2025-12-21T05:03:22,USDT,21.195567,1133,1853.578545,97.615268,2,0.187244,0,0,True
W0536,W0396,2026-02-11T16:29:18,USDT,1245.516834,859,198.99428,3320.957979,16,0.607668,0,0,True
W0436,W0288,2026-01-15T05:22:18,USDT,695.436414,318,13.223226,110.758473,12,0.172086,0,0,True
W0685,W0273,2026-02-18T20:55:26,USDT,185.000043,989,546.458869,33.349111,27,0.342915,0,0,True
W0596,W0129,2026-02-21T08:04:26,DAI,1205.703579,783,40.255343,248.635968,4,0.8285,1,1,True
W0212,W0214,2026-02-23T21:54:57,USDC,812.540431,1427,943.858153,56.694051,11,0.250132,0,0,True
W0039,W0332,2026-01-22T07:33:11,USDT,5895.899212,1168,37.952018,445.19417,12,0.913692,1,1,True
W0685,W0791,2026-01-16T03:27:38,USDT,105.183411,422,188.954615,35.255305,23,0.257035,0,0,True
W0742,W0179,2025-12-24T18:16:39,USDC,13639.869623,344,160.198894,3324.305415,16,0.295783,1,0,True
W0538,W0794,2025-12-28T03:21:13,DAI,2402.390058,73,247.401759,11.100061,11,0.240622,0,0,True
W0508,W0070,2026-03-01T09:27:43,USDT,4075.551825,821,14.19234,99.140141,11,0.347518,0,0,True
W0727,W0228,2026-01-13T00:40:50,USDT,1568.481135,159,16.632858,51.523693,8,0.723514,1,1,True
W0602,W0267,2026-03-01T00:31:19,USDT,258.20835,247,262.398572,131.018585,11,0.177066,0,0,True
W0638,W0348,2026-03-03T19:13:21,DAI,53.717278,954,1740.609349,188.839758,18,0.226594,0,0,True
W0602,W0426,2026-01-05T16:23:02,USDT,964.329508,720,2030.721629,483.272337,5,0.710509,1,0,True
W0744,W0350,2026-03-07T13:36:19,USDC,28.233102,311,42.808889,205.625459,20,0.192425,0,0,True
W0785,W0471,2026-01-29T18:02:43,DAI,4038.972394,604,695.835167,613.551347,20,0.137058,0,0,True
W0608,W0256,2025-12-29T08:16:15,DAI,85.223961,1373,4.561747,62.147646,3,0.724566,0,0,True
W0507,W0261,2025-12-26T15:36:23,BUSD,260.001095,907,1345.36398,43.916816,12,0.097796,1,0,True
W0105,W0404,2026-02-16T09:43:56,USDT,4158.280156,96,15.258294,516.611197,10,0.575025,1,0,True
W0516,W0752,2026-03-08T01:36:16,BUSD,697.269232,499,321.525908,59.427107,16,0.960418,1,1,True
W0101,W0262,2026-03-10T10:28:04,USDT,8.934205,1154,250.679338,162.646075,24,0.260022,0,0,True
W0542,W0385,2026-03-02T10:01:27,USDT,237.40267,1006,21.249166,1607.08385,12,0.17826,0,0,True
W0149,W0201,2026-02-12T10:20:09,USDT,300.569612,762,28.959638,163.552638,21,0.067325,0,0,True
W0286,W0363,2026-03-18T04:32:36,USDT,218.569344,387,190.850871,32.054322,23,0.061686,0,0,True
W0314,W0725,2026-03-02T15:11:15,USDC,405.118754,191,92.25897,24.735595,29,0.409437,0,0,True
W0511,W0686,2026-01-08T07:03:43,USDT,139.886361,607,121.735857,265.261854,6,0.20835,0,0,True
W0765,W0581,2026-01-11T20:27:07,DAI,71.877875,134,192.213355,747.412121,2,0.278582,0,0,True
W0456,W0122,2026-02-19T18:31:11,USDT,128.403729,930,84.740709,130.842356,9,0.203113,0,0,True
W0238,W0092,2025-12-27T06:35:13,DAI,203.340355,1433,931.737256,1037.467276,14,0.846171,0,0,True
W0078,W0771,2026-02-24T06:42:58,USDT,2292.104408,1243,68.969557,715.52739,2,0.796525,0,0,True
W0432,W0714,2025-12-30T14:35:47,DAI,27.928387,1108,585.037037,812.770722,14,0.065094,0,0,True
W0200,W0213,2026-01-08T13:04:28,USDT,694.643373,985,68.752066,23.10449,21,0.240245,1,0,True
W0067,W0432,2026-01-01T19:38:41,USDT,638.881644,261,13.987512,457.334403,29,0.4644,1,1,True
W0449,W0017,2026-02-17T00:55:00,USDC,206.02164,326,474.409223,155.110101,28,0.198345,0,1,True
W0798,W0326,2026-03-20T00:57:27,USDT,4648.691044,905,9.070849,30.624781,7,0.05495,0,0,True
W0117,W0158,2026-02-25T13:49:05,USDT,6050.064404,1350,779.679071,2115.164685,11,0.829721,1,1,True
W0175,W0666,2026-01-09T22:36:29,USDT,283.464242,281,97.343921,206.539493,23,0.558215,1,1,True
W0005,W0457,2026-02-12T18:00:44,USDC,42.656309,264,348.359877,45.317741,27,0.196156,0,0,True
W0295,W0744,2026-01-28T17:03:23,USDT,347.554944,1420,3182.75663,198.87294,10,0.120625,0,0,True
W0796,W0508,2026-02-11T19:37:00,USDT,136.198064,635,278.658709,152.017243,8,0.583084,1,0,True
W0091,W0660,2026-02-15T05:18:14,BUSD,772.100073,317,157.705799,1169.421406,27,0.061505,0,0,True
W0275,W0669,2026-02-13T22:19:24,DAI,27.595712,255,3.766578,13.907204,24,0.063981,0,0,True
W0036,W0453,2026-02-02T20:11:49,USDT,24.041986,739,210.423219,28.085218,23,0.091184,0,0,True
W0178,W0601,2026-01-05T00:59:48,USDT,19665.627137,334,42.396148,42.247399,14,0.071692,0,0,True
W0177,W0195,2026-03-12T14:51:47,USDT,305.654748,1333,23.038027,1391.058762,22,0.318765,0,0,True
W0385,W0605,2026-01-11T07:12:48,USDT,12682.397756,925,12.952212,365.290433,15,0.174354,0,0,True
W0670,W0526,2026-03-16T14:39:17,USDT,216.964687,528,12.412523,18.078703,2,0.087051,0,0,True
W0090,W0587,2026-02-22T09:30:02,USDC,428.466301,1166,771.483506,8.011124,29,0.160892,0,0,True
W0090,W0782,2026-02-16T03:26:41,USDT,38.042274,620,366.599769,718.486687,13,0.017031,0,0,True
W0245,W0507,2026-02-04T18:57:36,USDT,57.445582,1151,169.236751,51.14983,10,0.17297,0,0,True
W0093,W0326,2026-01-05T15:40:39,USDC,20.830801,55,96.953768,104.288627,8,0.204922,0,0,True
W0048,W0271,2026-01-03T22:01:33,USDC,38.295451,860,69.046596,6548.054396,23,0.101111,0,0,True
W0357,W0672,2026-01-05T08:34:08,USDT,512.896229,326,33.371981,69.529629,15,0.109544,1,0,True
W0060,W0691,2026-03-01T06:15:15,USDT,616.97646,740,414.15314,5044.596673,29,0.325989,0,0,True
W0215,W0609,2026-03-07T05:35:37,USDC,30.156466,910,166.273043,22.710347,7,0.046459,0,0,True
W0764,W0109,2025-12-24T11:55:13,USDT,1152.146743,417,241.176736,104.165729,6,0.972837,1,1,True
W0607,W0122,2026-02-08T11:14:03,USDT,1067.022203,591,200.770334,36.666758,5,0.235491,0,0,True
W0005,W0746,2026-03-15T08:17:54,BUSD,3717.787232,973,177.750636,704.984427,20,0.220899,0,1,True
W0542,W0464,2026-02-08T02:12:20,USDT,2071.314888,186,12.368254,38.896384,9,0.181734,0,0,True
W0120,W0738,2026-02-09T16:40:14,USDC,42.693549,1410,403.720559,12.159705,13,0.021889,0,0,True
W0314,W0106,2026-01-12T19:47:05,USDC,501.565859,1258,85.139571,148.607045,2,0.12674,0,0,True
W0392,W0219,2026-01-20T07:32:29,BUSD,508.111336,57,105.4131,422.687565,20,0.127227,0,0,True
W0135,W0474,2026-03-03T01:57:44,USDC,1493.194448,594,350.301101,22.759515,1,0.125637,1,0,True
W0135,W0765,2026-02-07T16:17:59,DAI,39332.23697,833,37.740642,87.328559,29,0.981512,0,0,True
W0344,W0065,2026-02-12T15:57:47,DAI,2418.603789,99,100.957604,57.579321,19,0.156082,0,0,True
W0139,W0524,2026-03-04T15:59:08,USDC,430.850203,320,716.020961,82.580413,16,0.488159,0,0,True
W0463,W0785,2025-12-29T10:56:26,USDT,349.890186,357,429.602252,2001.562334,25,0.066137,0,0,True
W0029,W0681,2026-02-11T10:56:24,USDT,1374.029968,138,45.314306,196.703979,29,0.196472,0,0,True
W0513,W0340,2026-01-16T06:59:39,USDC,1947.085956,1206,17.792506,1873.853683,7,0.311655,1,0,True
W0027,W0559,2026-02-15T16:02:56,BUSD,655.669915,736,73.494789,93.177164,28,0.044068,0,0,True
W0216,W0466,2026-03-20T05:24:43,USDT,105.221894,896,2217.285491,898.668977,13,0.290356,1,0,True
W0162,W0424,2026-01-06T11:20:26,USDC,71.382255,133,365.968735,1431.282222,14,0.151696,0,0,True
W0450,W0452,2025-12-22T13:34:35,BUSD,2633.513573,1024,646.035203,68.326303,21,0.23427,0,0,True
W0672,W0533,2026-03-13T01:01:25,USDT,1547.977676,741,200.669243,1662.456521,14,0.858014,0,0,True
W0441,W0594,2026-01-26T10:50:12,USDT,2061.888461,1348,3.956147,35.276902,24,0.309699,0,0,True
W0460,W0583,2026-03-15T02:50:32,USDC,2589.21144,361,185.927606,498.80948,7,0.066711,1,0,True
W0566,W0000,2026-02-28T05:07:09,BUSD,400.180789,715,37.382645,914.051215,26,0.597885,0,0,True
W0663,W0638,2025-12-27T09:48:48,BUSD,13383.687816,881,16.781204,1145.796805,11,0.149494,0,0,True
W0396,W0153,2026-01-26T21:02:43,BUSD,276.450186,781,10.920094,144.611163,20,0.028731,0,0,True
W0635,W0393,2026-01-06T03:50:25,USDC,1092.514591,1076,629.625385,17.662226,1,0.161382,0,0,True
W0659,W0508,2026-02-03T00:29:20,USDT,116.973634,241,83.154633,11.19916,4,0.383092,1,0,True
W0554,W0097,2026-02-02T16:35:00,USDC,159.769803,1240,4.853482,47.214691,12,0.08777,0,0,True
W0666,W0776,2026-02-11T11:47:07,USDT,160.257109,620,340.764624,838.274923,16,0.040055,0,0,True
W0748,W0754,2025-12-25T15:03:20,USDC,477.009798,1165,51.050214,29.158114,6,0.941527,0,0,True
W0626,W0617,2026-02-15T18:41:35,BUSD,2213.126111,1180,269.036906,29.779096,8,0.329707,1,1,True
W0646,W0035,2025-12-25T20:32:43,USDT,595.894567,1262,182.134632,471.166507,19,0.269113,1,0,True
W0715,W0181,2026-01-01T14:34:50,BUSD,67.983466,44,214.294084,61.118685,1,0.162785,0,0,True
W0693,W0761,2026-02-20T03:52:31,USDC,216.038203,923,10.098462,9.546853,27,0.259115,0,0,True
W0496,W0257,2026-03-09T00:34:00,BUSD,5.493164,528,212.353553,87.178472,9,0.099739,0,0,True
W0632,W0386,2026-01-22T11:44:59,USDT,1209.099902,1350,62.251287,27.303603,14,0.05447,0,0,True
W0146,W0737,2026-01-30T09:12:55,USDT,309.314575,854,1102.353603,1175.165781,22,0.333314,0,0,True
W0506,W0584,2026-02-03T06:30:21,USDT,688.045802,6,46.588249,38.415483,25,0.081277,0,0,True
W0530,W0094,2026-01-03T20:47:13,DAI,176.170449,821,309.239017,109.375216,21,0.200173,1,0,True
W0198,W0724,2025-12-25T06:02:49,USDT,1507.942719,47,240.372957,149.372862,14,0.576487,1,0,True
W0210,W0680,2026-01-09T16:42:30,USDT,2938.693675,488,430.751702,237.876545,6,0.234388,0,0,True
W0268,W0154,2025-12-23T18:36:25,USDT,11284.78226,1128,33.346891,88.578673,27,0.044024,1,0,True
W0226,W0164,2026-01-09T02:45:48,USDT,922.651949,713,60.372385,5.961742,3,0.090576,0,0,True
W0729,W0314,2026-01-17T18:10:48,USDT,4468.3718,211,154.769408,405.418189,25,0.708033,1,0,True
W0473,W0102,2026-01-18T05:18:49,USDT,569.42186,126,7501.124301,7475.236776,20,0.171863,0,0,True
W0093,W0311,2026-01-15T19:07:58,USDT,54.736399,857,67.874078,22.264245,16,0.122922,0,0,True
W0497,W0289,2026-02-21T02:00:31,USDT,815.383569,1371,204.648559,812.974757,28,0.012661,1,0,True
W0453,W0115,2026-02-25T21:27:48,USDT,4691.395808,376,177.089329,87.133796,1,0.129175,0,0,True
W0097,W0030,2026-03-15T09:51:32,DAI,38.192391,1115,292.773566,152.258689,21,0.632212,0,0,True
W0720,W0427,2026-02-06T12:00:43,USDT,2926.451904,940,2500.228335,249.992871,6,0.69643,1,0,True
W0180,W0474,2026-02-01T01:49:02,USDT,10432.379903,310,72.642413,50.478601,18,0.2678,0,0,True
W0512,W0353,2026-03-20T20:48:05,USDC,9.854422,334,111.677114,323.185885,24,0.141423,0,0,True
W0445,W0595,2026-03-02T15:48:35,USDC,20.575574,1279,97.857021,1390.800243,1,0.28021,0,0,True
W0135,W0351,2026-02-06T14:19:19,USDT,276.302497,1371,830.951065,76.256005,29,0.121966,0,0,True
W0112,W0408,2026-01-14T10:03:42,DAI,5859.871395,138,3440.917234,189.824897,28,0.093739,0,0,True
W0105,W0245,2026-01-10T10:36:01,USDT,1596.985986,22,197.390635,11.228926,26,0.513038,0,0,True
W0237,W0195,2026-02-21T23:15:26,USDC,61.440725,146,416.140932,20.43049,12,0.320818,0,0,True
W0617,W0569,2026-03-13T02:12:48,USDT,114.955415,678,130.449367,12.221379,21,0.105707,0,0,True
W0692,W0370,2025-12-30T20:29:30,USDT,36.371434,309,12.077661,235.727955,1,0.122442,0,0,True
W0472,W0304,2026-01-22T15:25:45,USDC,1606.610018,117,20.68647,33.160608,9,0.165097,1,0,True
W0696,W0772,2026-02-27T17:35:48,USDT,193.611584,627,154.125162,26.243631,26,0.104692,1,0,True
W0727,W0038,2025-12-27T00:31:32,USDC,797.090329,1493,28.594063,42.392769,5,0.234067,0,0,True
W0190,W0210,2025-12-29T18:25:30,BUSD,116.026325,1229,1003.870291,237.428412,7,0.129954,1,0,True
W0427,W0338,2026-02-16T03:17:28,USDT,1352.010783,105,257.823002,252.690532,16,0.733439,1,1,True
W0583,W0008,2026-01-10T17:00:49,USDT,1160.771886,798,953.585698,410.919729,27,0.250386,1,0,True
W0632,W0331,2026-02-16T08:23:19,USDC,451.825763,472,340.918855,438.153365,29,0.513387,1,0,True
W0709,W0797,2025-12-22T19:04:38,DAI,507.351532,215,1141.644744,196.213728,4,0.165402,0,0,True
W0766,W0483,2026-01-11T14:03:19,USDT,23553.455183,327,274.737209,178.766222,2,0.851405,1,1,True
W0786,W0597,2026-03-03T00:56:03,DAI,65.938019,1323,617.259949,554.854401,22,0.168845,1,0,True
W0605,W0121,2026-01-08T02:40:57,USDC,1969.217658,1195,77.651112,461.889429,12,0.275893,1,0,True
W0698,W0326,2026-02-22T20:36:58,USDT,826.029747,1453,32.878343,22.634038,27,0.266687,0,0,True
W0681,W0439,2025-12-29T08:16:17,USDT,13.728765,14,170.820226,57.623032,1,0.346439,0,0,True
W0362,W0399,2026-01-02T17:07:18,USDT,363.630655,1482,148.327045,17.696358,1,0.102089,0,0,True
W0334,W0658,2026-01-30T19:23:53,USDT,36.04046,322,163.152069,120.535258,12,0.126893,0,0,True
W0745,W0288,2026-03-01T05:26:14,DAI,1408.678912,1148,2583.942398,26.714444,6,0.106384,0,0,True
W0573,W0039,2026-01-20T14:35:06,BUSD,17952.844718,395,702.298409,96.275635,13,0.173258,0,0,True
W0655,W0771,2026-02-09T09:40:40,USDT,372.351958,835,27.079432,75.099901,2,0.24964,1,0,True
W0180,W0402,2026-03-13T21:42:09,USDT,446.258832,285,81.464866,207.034376,27,0.067183,0,0,True
W0401,W0506,2026-02-12T18:45:25,USDC,380.696104,933,718.204034,988.719472,6,0.216665,0,0,True
W0395,W0734,2026-02-16T13:21:08,USDT,4857.463839,556,32.392815,229.856701,20,0.068461,0,0,True
W0100,W0648,2026-02-14T06:49:27,USDT,199.469858,1204,536.678522,609.191341,6,0.260987,0,0,True
W0562,W0018,2026-02-03T22:02:32,DAI,4990.718648,651,29.742056,213.202526,11,0.445602,1,1,True
W0717,W0587,2026-01-09T05:59:59,BUSD,41.743406,1378,1067.904467,213.390359,17,0.064474,1,0,True
W0310,W0102,2026-02-03T18:28:24,USDT,16.428173,1155,549.923529,23.645481,7,0.117522,0,0,True
W0615,W0716,2026-02-28T05:39:48,DAI,69.03335,504,53.345138,112.838278,21,0.207032,0,0,True
W0186,W0481,2026-01-16T06:52:53,DAI,1359.056362,1438,548.848713,297.910769,7,0.186572,0,0,True
W0689,W0447,2026-01-01T18:09:10,USDT,293.710102,944,71.934977,58.350313,12,0.613823,1,1,True
W0484,W0426,2025-12-25T17:14:05,USDT,399.306114,519,122.047367,40.710437,17,0.054025,0,0,True
W0625,W0291,2026-03-02T21:39:13,USDC,89.315873,350,61.863692,90.802148,27,0.097854,0,0,True
W0240,W0371,2026-03-08T20:55:06,USDT,231.417418,565,31.136085,106.716868,22,0.150267,0,0,True
W0250,W0230,2026-01-09T00:46:06,USDT,5.014781,675,64.430221,64.999107,24,0.549773,0,0,True
W0640,W0237,2026-01-28T01:08:52,DAI,3744.474116,253,115.946073,18.502793,24,0.24141,1,0,True
W0662,W0465,2026-03-10T21:17:52,USDT,4560.048593,350,14.651348,38.046522,11,0.080657,0,0,True
W0795,W0066,2025-12-21T14:21:25,DAI,10260.559297,1042,1404.500191,72.900431,11,0.129443,0,0,True
W0492,W0785,2026-01-23T15:45:11,BUSD,1533.929107,617,595.315513,2340.526158,3,0.310921,0,0,True
W0267,W0224,2026-03-12T00:20:07,DAI,6311.67083,375,100.385281,368.307143,10,0.115068,1,0,True
W0478,W0579,2026-02-21T22:28:16,USDT,1139.769947,637,34.787522,1661.067651,24,0.099696,0,0,True
W0718,W0185,2026-02-06T22:16:46,USDT,28.733116,370,401.723901,95.929307,4,0.426518,0,0,True
W0394,W0360,2026-01-25T12:04:42,USDT,6052.972589,1000,377.531211,131.729624,12,0.21115,0,0,True
W0078,W0187,2026-01-17T05:34:16,USDC,231.689048,106,128.492543,94.92904,5,0.417364,0,0,True
W0353,W0589,2026-03-12T13:06:38,USDT,285.748223,1224,12.340001,3.142139,20,0.296256,0,0,True
W0493,W0188,2026-02-28T11:05:14,USDT,44.302088,33,15.660996,26.963988,10,0.062169,1,0,True
W0450,W0278,2026-02-21T06:55:20,USDT,156.035977,934,389.748762,124.873175,4,0.091463,0,0,True
W0629,W0707,2026-02-02T13:21:26,USDT,381.88483,1358,68.862699,285.732406,11,0.254219,0,0,True
W0415,W0238,2026-02-24T02:05:21,DAI,8085.346762,1070,173.276166,48.628729,29,0.063378,0,0,True
W0570,W0304,2026-01-04T15:47:04,USDT,2761.313539,115,297.891281,751.55054,5,0.555753,0,0,True
W0350,W0425,2026-03-16T01:52:17,USDT,1672.520139,1151,1452.497555,210.412973,18,0.182729,0,0,True
W0343,W0615,2026-01-06T13:08:11,BUSD,859.38372,207,175.308717,64.929561,12,0.208814,1,0,True
W0421,W0048,2026-02-24T02:12:34,DAI,1059.492731,544,242.628979,72.248966,20,0.070155,0,0,True
W0536,W0790,2025-12-27T22:47:35,USDC,5596.023539,224,53.621389,24.976708,18,0.243693,1,0,True
W0160,W0156,2026-01-11T01:49:56,USDT,3147.556568,902,857.269394,18.524616,9,0.569593,0,0,True
W0382,W0653,2026-01-31T15:16:40,DAI,348.014609,701,30.656005,491.577687,4,0.260728,1,0,True
W0636,W0745,2026-01-04T01:13:12,DAI,163.959539,97,118.726892,230.321544,1,0.655743,1,1,True
W0743,W0538,2026-03-15T01:29:21,DAI,3106.070257,1109,8.357983,300.17255,16,0.231035,0,0,True
W0340,W0306,2026-03-17T19:26:49,USDC,475.721363,1161,67.971924,319.817872,28,0.978937,0,0,True
W0240,W0377,2026-01-30T13:22:18,USDC,44.668836,1372,178.543218,144.181831,21,0.188735,0,0,True
W0626,W0014,2026-01-01T06:34:49,USDT,465.769382,1356,103.272731,16.995196,22,0.265719,1,1,True
W0231,W0785,2026-02-06T12:10:14,USDC,9675.837712,76,12.515243,317.401821,22,0.267163,1,0,True
W0367,W0105,2026-02-28T09:06:17,USDC,140.11175,1398,94.093427,63.151261,3,0.3761,0,0,True
W0400,W0612,2026-02-17T13:36:46,USDC,14.412741,785,281.479872,31.527035,28,0.088457,0,0,True
W0347,W0140,2026-02-20T21:25:52,USDT,2947.181525,693,47.274369,363.438953,2,0.277852,0,0,True
W0201,W0148,2026-02-17T16:04:58,USDC,41.850547,1262,60.629175,22.820294,13,0.298164,1,0,True
W0265,W0798,2026-01-08T07:48:31,USDT,4.706416,869,20.928735,63.420334,1,0.626675,1,1,True
W0054,W0029,2025-12-29T04:15:38,USDT,1106.711233,1172,2794.326637,12.200952,4,0.128677,0,0,True
W0586,W0408,2025-12-25T11:14:33,DAI,1210.617885,1441,151.316066,120.697608,1,0.200805,0,0,True
W0481,W0205,2026-01-25T17:08:37,USDC,10186.652563,248,488.292224,157.388984,13,0.087137,0,0,True
W0220,W0253,2026-03-16T15:44:43,USDT,1525.952605,527,24.516994,49.353889,29,0.051991,0,0,True
W0329,W0645,2026-01-27T06:30:32,USDT,42.303174,295,142.731869,773.415873,19,0.161895,0,0,True
W0553,W0529,2026-03-14T16:12:15,BUSD,57226.914217,1093,9.693389,504.06659,15,0.166911,0,0,True
W0624,W0493,2026-02-10T03:11:09,USDT,16.957991,1195,20.777953,58.123651,3,0.428503,0,0,True
W0231,W0157,2026-03-12T18:30:36,DAI,1144.978803,436,27.063963,20.577327,5,0.600806,1,1,True
W0676,W0532,2026-02-10T06:05:44,USDT,358.121712,589,2724.643829,217.787634,13,0.087055,0,0,True
W0420,W0519,2026-01-06T10:56:39,USDC,321.251983,774,350.123268,58.97784,1,0.255387,0,0,True
W0570,W0443,2026-01-10T05:32:12,BUSD,7441.376812,405,8.455462,204.105123,15,0.144855,1,1,True
W0323,W0766,2026-02-06T21:21:09,DAI,380.902661,1285,771.782926,1067.429589,5,0.1297,0,0,True
W0313,W0139,2026-02-13T14:10:44,USDC,183608.503282,859,24.210554,377.012915,17,0.161043,0,0,True
W0799,W0079,2026-03-18T01:48:33,DAI,361.000626,291,129.754057,21653.730839,12,0.2802,0,0,True
W0730,W0146,2026-01-17T05:55:15,USDC,1865.63343,255,1754.17889,1317.093509,10,0.689712,1,0,True
W0365,W0671,2026-03-11T21:39:09,BUSD,335.713397,734,128.671943,2505.906546,29,0.464262,0,0,True
W0662,W0429,2026-02-08T15:48:06,BUSD,610.399333,1356,15.224843,157.590959,8,0.14368,0,0,True
W0306,W0562,2025-12-29T10:41:46,USDC,2120.376937,225,287.269193,21.348274,18,0.513635,0,0,True
W0607,W0765,2026-01-15T01:34:29,USDT,49506.285086,1376,687.730841,60.183669,22,0.256847,0,0,True
W0092,W0455,2026-02-04T15:24:14,DAI,1086.30578,1400,450.669763,3831.733768,4,0.397828,1,1,True
W0351,W0191,2026-01-20T21:01:40,USDT,1465.958807,1140,16.329211,44.456509,1,0.261511,1,0,True
W0641,W0213,2026-01-23T21:29:37,BUSD,1438.870406,516,324.744214,624.406647,10,0.114735,0,0,True
W0760,W0538,2026-02-26T21:27:48,USDT,58.772875,1055,70.740042,30.917349,11,0.046255,0,0,True
