applicant_id,application_date,loan_amount,annual_income,debt_to_income,employment_length,credit_grade,interest_rate,loan_purpose,home_ownership,delinquency_history,revolving_utilization,open_accounts,default_flag,loss_amount_if_default,income_to_loan_ratio,debt_burden_score,credit_utilization_band,loan_size_band,credit_grade_numeric,prior_delinquency_flag,application_vintage
APP-00506,2022-10-23,22576.11,59722.07,0.3896,1,A,0.0745,home_improvement,rent,0,0.7389,9,0,0.0,2.6454,0.4624,elevated,large,1,0,2022Q4
APP-00507,2022-10-23,42000.0,140323.43,0.1428,7,A,0.0686,home_improvement,mortgage,0,0.1793,2,0,0.0,3.341,0.1402,low,very_large,1,0,2022Q4
APP-00508,2022-10-23,12360.57,73362.04,0.2604,11,D,0.1808,debt_consolidation,rent,1,0.5745,14,0,0.0,5.9352,0.3749,elevated,moderate,4,1,2022Q4
APP-00509,2022-10-24,33055.96,90089.46,0.1016,12,B,0.0899,debt_consolidation,mortgage,0,0.1373,9,0,0.0,2.7254,0.1029,low,very_large,2,0,2022Q4
APP-00510,2022-10-24,8566.05,78373.21,0.1801,0,B,0.1242,small_business,rent,0,0.2759,10,0,0.0,9.1493,0.1928,low,moderate,2,0,2022Q4
APP-00511,2022-10-25,6470.69,78004.76,0.4437,5,D,0.1864,major_purchase,mortgage,0,0.5321,8,0,0.0,12.0551,0.4276,moderate,small,4,0,2022Q4
APP-00512,2022-10-25,11316.54,32276.06,0.4392,4,C,0.1326,debt_consolidation,mortgage,0,0.3561,16,0,0.0,2.8521,0.3687,moderate,moderate,3,0,2022Q4
APP-00513,2022-10-26,26657.01,91273.95,0.2851,0,B,0.1145,medical,own,0,0.3021,17,0,0.0,3.424,0.262,moderate,very_large,2,0,2022Q4
APP-00514,2022-10-27,6843.49,186287.15,0.201,8,B,0.098,other,mortgage,1,0.3984,7,0,0.0,27.2211,0.2841,moderate,small,2,1,2022Q4
APP-00515,2022-10-27,9840.8,43636.56,0.522,3,C,0.1463,small_business,own,0,0.2165,12,0,0.0,4.4342,0.372,low,moderate,3,0,2022Q4
APP-00516,2022-10-28,14131.36,79083.82,0.3055,4,E,0.2886,debt_consolidation,mortgage,2,0.5467,11,0,0.0,5.5963,0.4321,moderate,moderate,5,1,2022Q4
APP-00517,2022-10-30,10325.95,57814.57,0.3161,5,D,0.2205,debt_consolidation,rent,0,0.3047,15,0,0.0,5.599,0.2808,moderate,moderate,4,0,2022Q4
APP-00518,2022-10-31,13391.35,68969.32,0.2332,5,D,0.2019,major_purchase,rent,1,0.4085,12,0,0.0,5.1503,0.306,moderate,moderate,4,1,2022Q4
APP-00519,2022-11-01,15578.53,159233.54,0.5381,14,D,0.2087,home_improvement,rent,2,0.4905,14,0,0.0,10.2213,0.5491,moderate,large,4,1,2022Q4
APP-00520,2022-11-02,15563.17,36198.89,0.1625,8,A,0.0824,debt_consolidation,mortgage,0,0.5382,11,0,0.0,2.3259,0.2665,moderate,large,1,0,2022Q4
APP-00521,2022-11-02,22526.74,48364.45,0.3707,8,C,0.1476,major_purchase,rent,0,0.4335,11,0,0.0,2.147,0.3537,moderate,large,3,0,2022Q4
APP-00522,2022-11-02,20958.73,61006.65,0.3555,6,C,0.1478,debt_consolidation,mortgage,1,0.2645,10,0,0.0,2.9108,0.3308,low,large,3,1,2022Q4
APP-00523,2022-11-03,10676.42,24000.0,0.3118,13,A,0.079,debt_consolidation,rent,1,0.0869,14,0,0.0,2.2479,0.2486,low,moderate,1,1,2022Q4
APP-00524,2022-11-03,9965.45,64208.93,0.247,5,A,0.0675,debt_consolidation,rent,0,0.5245,9,0,0.0,6.4432,0.3111,moderate,moderate,1,0,2022Q4
APP-00525,2022-11-03,7673.58,88045.07,0.1234,11,B,0.1087,major_purchase,own,0,0.1648,13,0,0.0,11.4738,0.1243,low,moderate,2,0,2022Q4
APP-00526,2022-11-03,4675.55,57730.34,0.1487,9,B,0.0974,debt_consolidation,mortgage,0,0.5643,8,0,0.0,12.3473,0.2668,elevated,small,2,0,2022Q4
APP-00527,2022-11-04,16960.03,66511.84,0.4179,2,B,0.1009,major_purchase,mortgage,1,0.4416,8,0,0.0,3.9217,0.4237,moderate,large,2,1,2022Q4
APP-00528,2022-11-04,30717.13,55164.03,0.1741,5,A,0.0713,small_business,rent,0,0.5284,8,0,0.0,1.7959,0.2701,moderate,very_large,1,0,2022Q4
APP-00529,2022-11-04,23790.31,70237.72,0.58,9,A,0.055,debt_consolidation,rent,0,0.4985,14,0,0.0,2.9524,0.4959,moderate,large,1,0,2022Q4
APP-00530,2022-11-04,24170.03,52312.66,0.2835,10,C,0.1179,home_improvement,own,1,0.2176,11,0,0.0,2.1644,0.274,low,large,3,1,2022Q4
APP-00531,2022-11-04,9467.76,126913.86,0.3837,6,A,0.0678,debt_consolidation,mortgage,0,0.1878,10,0,0.0,13.4048,0.2826,low,moderate,1,0,2022Q4
APP-00532,2022-11-05,22990.07,64151.54,0.2976,13,A,0.0857,debt_consolidation,rent,0,0.1614,6,0,0.0,2.7904,0.2243,low,large,1,0,2022Q4
APP-00533,2022-11-05,18153.33,46932.73,0.3036,5,C,0.13,home_improvement,mortgage,1,0.1276,13,0,0.0,2.5854,0.2569,low,large,3,1,2022Q4
APP-00534,2022-11-06,18833.58,90890.4,0.1675,6,A,0.0843,debt_consolidation,rent,0,0.3548,7,0,0.0,4.826,0.2107,moderate,large,1,0,2022Q4
APP-00535,2022-11-07,12277.2,75837.74,0.1136,0,A,0.0783,major_purchase,mortgage,0,0.4495,3,0,0.0,6.1771,0.2097,moderate,moderate,1,0,2022Q4
APP-00536,2022-11-09,19852.54,54071.44,0.2583,2,C,0.1438,debt_consolidation,own,1,0.4532,7,1,11237.02,2.7237,0.3348,moderate,large,3,1,2022Q4
APP-00537,2022-11-10,18769.92,63341.68,0.3666,13,B,0.1109,major_purchase,rent,0,0.5318,17,0,0.0,3.3746,0.3828,moderate,large,2,0,2022Q4
APP-00538,2022-11-10,20202.78,34262.68,0.58,6,C,0.1494,other,rent,1,0.1582,10,0,0.0,1.6959,0.427,low,large,3,1,2022Q4
APP-00539,2022-11-10,15616.96,27846.81,0.2368,4,D,0.2192,home_improvement,rent,0,0.352,14,0,0.0,1.7831,0.25,moderate,large,4,0,2022Q4
APP-00540,2022-11-11,9392.63,56168.9,0.3834,7,A,0.055,medical,rent,1,0.4111,13,0,0.0,5.9801,0.394,moderate,moderate,1,1,2022Q4
APP-00541,2022-11-12,13147.97,78290.18,0.3162,0,B,0.1114,major_purchase,rent,1,0.6067,12,0,0.0,5.9545,0.4175,elevated,moderate,2,1,2022Q4
APP-00542,2022-11-12,28991.65,70636.23,0.5365,8,C,0.148,debt_consolidation,mortgage,1,0.2764,8,0,0.0,2.4364,0.4396,low,very_large,3,1,2022Q4
APP-00543,2022-11-13,18492.57,24405.64,0.1988,5,A,0.0764,home_improvement,rent,0,0.5336,5,0,0.0,1.3198,0.2861,moderate,large,1,0,2022Q4
APP-00544,2022-11-13,40002.07,46877.47,0.2668,7,E,0.2634,small_business,mortgage,1,0.1002,10,0,0.0,1.1719,0.2268,low,very_large,5,1,2022Q4
APP-00545,2022-11-15,17422.49,74809.33,0.58,12,B,0.1169,debt_consolidation,mortgage,1,0.552,4,0,0.0,4.2938,0.553,elevated,large,2,1,2022Q4
APP-00546,2022-11-15,21664.92,87167.77,0.1767,6,C,0.1639,major_purchase,rent,0,0.3996,6,0,0.0,4.0235,0.2304,moderate,large,3,0,2022Q4
APP-00547,2022-11-15,26324.5,54955.04,0.1994,4,A,0.077,debt_consolidation,mortgage,0,0.5837,11,0,0.0,2.0876,0.3024,elevated,very_large,1,0,2022Q4
APP-00548,2022-11-15,15432.66,64770.31,0.11,4,B,0.0909,home_improvement,mortgage,0,0.5267,14,0,0.0,4.197,0.2324,moderate,large,2,0,2022Q4
APP-00549,2022-11-16,25120.26,130112.04,0.2469,3,A,0.0636,debt_consolidation,rent,1,0.3897,8,0,0.0,5.1796,0.3079,moderate,very_large,1,1,2022Q4
APP-00550,2022-11-16,5056.49,92378.54,0.1867,12,A,0.0847,debt_consolidation,mortgage,0,0.2072,9,0,0.0,18.2693,0.1746,low,small,1,0,2022Q4
APP-00551,2022-11-16,16159.61,42918.15,0.58,13,A,0.0733,medical,own,1,0.2423,11,0,0.0,2.6559,0.4539,low,large,1,1,2022Q4
APP-00552,2022-11-17,31255.16,74928.39,0.2066,2,B,0.0992,major_purchase,mortgage,0,0.2418,12,0,0.0,2.3973,0.1972,low,very_large,2,0,2022Q4
APP-00553,2022-11-17,8035.18,83216.82,0.5022,9,A,0.0653,medical,mortgage,0,0.4308,10,0,0.0,10.3566,0.4291,moderate,moderate,1,0,2022Q4
APP-00554,2022-11-18,17190.42,41284.33,0.1977,14,D,0.2172,major_purchase,mortgage,1,0.3746,12,1,8844.9,2.4016,0.2746,moderate,large,4,1,2022Q4
APP-00555,2022-11-18,17985.73,150221.55,0.1949,8,B,0.096,debt_consolidation,mortgage,2,0.5859,8,0,0.0,8.3523,0.3805,elevated,large,2,1,2022Q4
APP-00556,2022-11-19,23526.37,81069.68,0.3721,1,B,0.1193,debt_consolidation,rent,0,0.2997,12,0,0.0,3.4459,0.3117,low,large,2,0,2022Q4
APP-00557,2022-11-19,13484.09,213125.2,0.2842,3,B,0.1072,home_improvement,own,1,0.3147,10,0,0.0,15.8057,0.3056,moderate,moderate,2,1,2022Q4
APP-00558,2022-11-20,5274.29,48251.56,0.2373,11,D,0.2094,debt_consolidation,mortgage,0,0.6828,11,0,0.0,9.1484,0.3561,elevated,small,4,0,2022Q4
APP-00559,2022-11-20,8489.48,93102.09,0.194,10,B,0.1157,debt_consolidation,rent,1,0.1841,10,0,0.0,10.9668,0.2114,low,moderate,2,1,2022Q4
APP-00560,2022-11-20,17286.03,98170.22,0.58,3,B,0.1038,debt_consolidation,mortgage,0,0.1438,12,0,0.0,5.6792,0.3824,low,large,2,0,2022Q4
APP-00561,2022-11-21,42000.0,106509.22,0.1107,7,B,0.1026,debt_consolidation,mortgage,0,0.1173,13,0,0.0,2.5359,0.1018,low,very_large,2,0,2022Q4
APP-00562,2022-11-21,16500.15,59005.56,0.4496,0,C,0.1216,small_business,mortgage,1,0.5861,9,0,0.0,3.5761,0.4883,elevated,large,3,1,2022Q4
APP-00563,2022-11-21,15351.01,89439.41,0.0884,0,C,0.1441,medical,rent,0,0.1618,14,0,0.0,5.8263,0.1031,low,large,3,0,2022Q4
APP-00564,2022-11-21,11705.27,142703.82,0.1311,4,A,0.0781,debt_consolidation,mortgage,0,0.3143,3,0,0.0,12.1914,0.1767,moderate,moderate,1,0,2022Q4
APP-00565,2022-11-22,4320.75,56532.96,0.3994,9,A,0.0637,medical,own,0,0.1503,5,0,0.0,13.0841,0.2797,low,small,1,0,2022Q4
APP-00566,2022-11-22,18473.27,140164.31,0.5691,10,A,0.0695,major_purchase,rent,0,0.0395,8,0,0.0,7.5874,0.3427,low,large,1,0,2022Q4
APP-00567,2022-11-22,5920.72,62050.89,0.3491,9,B,0.1089,other,mortgage,0,0.2943,12,0,0.0,10.4803,0.2967,low,small,2,0,2022Q4
APP-00568,2022-11-22,8484.0,26808.02,0.3344,4,B,0.1226,debt_consolidation,rent,1,0.2148,12,0,0.0,3.1598,0.3027,low,moderate,2,1,2022Q4
APP-00569,2022-11-23,18701.81,33756.43,0.1868,2,C,0.136,major_purchase,rent,0,0.2045,10,0,0.0,1.805,0.1738,low,large,3,0,2022Q4
APP-00570,2022-11-24,8094.68,139130.3,0.3425,12,B,0.0898,debt_consolidation,mortgage,1,0.4291,14,0,0.0,17.1879,0.376,moderate,moderate,2,1,2022Q4
APP-00571,2022-11-24,10943.15,69770.22,0.3926,15,A,0.0858,debt_consolidation,mortgage,1,0.2094,8,0,0.0,6.3757,0.3347,low,moderate,1,1,2022Q4
APP-00572,2022-11-25,18542.38,85510.7,0.2388,1,C,0.1534,debt_consolidation,mortgage,0,0.3815,14,0,0.0,4.6116,0.2606,moderate,large,3,0,2022Q4
APP-00573,2022-11-26,15910.57,45361.55,0.58,4,C,0.135,medical,mortgage,1,0.2919,10,0,0.0,2.851,0.4698,low,large,3,1,2022Q4
APP-00574,2022-11-26,8112.52,66568.29,0.3419,2,A,0.0759,debt_consolidation,own,0,0.3167,10,0,0.0,8.2056,0.2997,moderate,moderate,1,0,2022Q4
APP-00575,2022-11-26,35998.23,54999.23,0.2628,9,B,0.1073,small_business,mortgage,1,0.3347,14,1,24219.34,1.5278,0.2995,moderate,very_large,2,1,2022Q4
APP-00576,2022-11-27,17172.55,66751.65,0.1597,12,A,0.0873,debt_consolidation,own,0,0.2573,14,0,0.0,3.8871,0.1749,low,large,1,0,2022Q4
APP-00577,2022-11-28,13256.97,39698.37,0.0544,2,A,0.0809,major_purchase,rent,1,0.1419,11,0,0.0,2.9945,0.117,low,moderate,1,1,2022Q4
APP-00578,2022-11-29,12725.7,53569.81,0.1503,0,B,0.1052,debt_consolidation,mortgage,1,0.4646,12,0,0.0,4.2096,0.2758,moderate,moderate,2,1,2022Q4
APP-00579,2022-12-01,9126.98,24000.0,0.3155,9,C,0.1303,other,rent,1,0.4016,13,0,0.0,2.6296,0.3515,moderate,moderate,3,1,2022Q4
APP-00580,2022-12-01,20107.93,59611.39,0.1813,9,C,0.1435,major_purchase,rent,1,0.318,7,0,0.0,2.9646,0.2469,moderate,large,3,1,2022Q4
APP-00581,2022-12-01,16283.98,27805.74,0.183,4,E,0.2708,home_improvement,rent,1,0.6734,14,0,0.0,1.7076,0.3616,elevated,large,5,1,2022Q4
APP-00582,2022-12-02,19807.1,91859.61,0.3545,9,D,0.1772,debt_consolidation,mortgage,1,0.6156,11,0,0.0,4.6377,0.4426,elevated,large,4,1,2022Q4
APP-00583,2022-12-02,7204.27,36683.57,0.143,9,C,0.1609,medical,own,0,0.4191,12,0,0.0,5.0919,0.217,moderate,small,3,0,2022Q4
APP-00584,2022-12-02,11151.52,138017.42,0.2783,2,C,0.1356,debt_consolidation,own,0,0.2145,8,0,0.0,12.3766,0.2301,low,moderate,3,0,2022Q4
APP-00585,2022-12-03,24800.62,45717.64,0.58,13,A,0.0844,debt_consolidation,rent,0,0.2245,8,0,0.0,1.8434,0.4082,low,large,1,0,2022Q4
APP-00586,2022-12-04,15203.64,37589.31,0.121,11,A,0.0796,debt_consolidation,rent,0,0.2123,11,0,0.0,2.4724,0.1381,low,large,1,0,2022Q4
APP-00587,2022-12-05,12398.29,33643.67,0.1036,9,E,0.2865,medical,mortgage,2,0.3104,12,0,0.0,2.7136,0.2394,moderate,moderate,5,1,2022Q4
APP-00588,2022-12-06,23489.49,86580.15,0.2664,12,B,0.0985,home_improvement,mortgage,0,0.3426,14,0,0.0,3.6859,0.2641,moderate,large,2,0,2022Q4
APP-00589,2022-12-07,4636.54,96525.98,0.1978,11,A,0.0744,debt_consolidation,rent,0,0.3558,7,0,0.0,20.8185,0.2286,moderate,small,1,0,2022Q4
APP-00590,2022-12-07,9017.11,34418.22,0.0876,0,B,0.0749,home_improvement,own,0,0.2774,9,0,0.0,3.817,0.1395,low,moderate,2,0,2022Q4
APP-00591,2022-12-07,8107.03,60292.03,0.2412,11,C,0.1462,debt_consolidation,rent,0,0.4763,9,0,0.0,7.437,0.2923,moderate,moderate,3,0,2022Q4
APP-00592,2022-12-08,10175.05,42489.29,0.1696,11,B,0.1149,debt_consolidation,rent,0,0.0841,7,0,0.0,4.1758,0.1253,low,moderate,2,0,2022Q4
APP-00593,2022-12-09,8978.08,71529.32,0.357,4,D,0.2031,debt_consolidation,mortgage,0,0.2675,12,0,0.0,7.9671,0.2927,low,moderate,4,0,2022Q4
APP-00594,2022-12-09,26057.74,47701.81,0.2877,14,A,0.0849,medical,rent,1,0.2846,9,0,0.0,1.8306,0.298,low,very_large,1,1,2022Q4
APP-00595,2022-12-10,14493.8,29302.49,0.2542,5,C,0.1495,debt_consolidation,mortgage,3,0.3903,6,0,0.0,2.0217,0.3924,moderate,moderate,3,1,2022Q4
APP-00596,2022-12-10,11018.24,74750.68,0.58,8,C,0.1354,debt_consolidation,rent,1,0.3739,11,0,0.0,6.7843,0.496,moderate,moderate,3,1,2022Q4
APP-00597,2022-12-12,42000.0,43945.0,0.5484,6,A,0.0713,debt_consolidation,mortgage,0,0.1074,14,0,0.0,1.0463,0.3524,low,very_large,1,0,2022Q4
APP-00598,2022-12-12,15381.97,33233.03,0.3362,10,D,0.2156,medical,rent,0,0.4642,12,0,0.0,2.1605,0.3435,moderate,large,4,0,2022Q4
APP-00599,2022-12-13,28354.45,111497.54,0.2323,9,C,0.1472,medical,rent,0,0.441,4,0,0.0,3.9323,0.2758,moderate,very_large,3,0,2022Q4
APP-00600,2022-12-13,17832.77,31488.95,0.4541,0,A,0.0606,debt_consolidation,rent,0,0.4066,10,0,0.0,1.7658,0.3935,moderate,large,1,0,2022Q4
APP-00601,2022-12-14,19556.74,57455.95,0.2494,6,B,0.0993,home_improvement,mortgage,2,0.151,16,0,0.0,2.9379,0.273,low,large,2,1,2022Q4
APP-00602,2022-12-16,4663.85,107133.31,0.2556,14,C,0.1467,home_improvement,rent,1,0.2254,14,0,0.0,22.971,0.2604,low,small,3,1,2022Q4
APP-00603,2022-12-18,31958.46,49048.23,0.4324,12,C,0.1371,home_improvement,rent,1,0.1797,13,0,0.0,1.5347,0.3483,low,very_large,3,1,2022Q4
APP-00604,2022-12-19,7372.36,74214.93,0.4821,12,B,0.1193,other,rent,0,0.1609,11,0,0.0,10.0667,0.3311,low,small,2,0,2022Q4
APP-00605,2022-12-19,26783.4,83102.31,0.58,0,A,0.0797,debt_consolidation,rent,2,0.3422,10,0,0.0,3.1028,0.5259,moderate,very_large,1,1,2022Q4
APP-00606,2022-12-19,14819.7,24000.0,0.1751,4,D,0.2004,major_purchase,mortgage,0,0.2364,6,0,0.0,1.6195,0.1772,low,moderate,4,0,2022Q4
APP-00607,2022-12-19,13637.64,182622.88,0.1797,3,B,0.0931,major_purchase,mortgage,1,0.324,6,0,0.0,13.3911,0.2479,moderate,moderate,2,1,2022Q4
APP-00608,2022-12-20,15905.57,52074.46,0.58,12,D,0.1979,small_business,rent,0,0.3107,16,0,0.0,3.274,0.4358,moderate,large,4,0,2022Q4
APP-00609,2022-12-20,10026.32,107111.9,0.179,3,D,0.2069,debt_consolidation,mortgage,2,0.4283,14,0,0.0,10.6831,0.3209,moderate,moderate,4,1,2022Q4
APP-00610,2022-12-21,6192.81,41829.76,0.2017,14,C,0.143,home_improvement,mortgage,0,0.1212,3,0,0.0,6.7546,0.1558,low,small,3,0,2022Q4
APP-00611,2022-12-21,28814.82,57578.66,0.1747,2,C,0.1297,debt_consolidation,mortgage,0,0.2354,6,0,0.0,1.9982,0.1767,low,very_large,3,0,2022Q4
APP-00612,2022-12-21,21871.57,52434.58,0.2097,2,C,0.1457,small_business,rent,0,0.5722,7,0,0.0,2.3974,0.3047,elevated,large,3,0,2022Q4
APP-00613,2022-12-21,27429.84,38435.23,0.3833,5,B,0.1097,debt_consolidation,rent,5,0.3637,7,0,0.0,1.4012,0.5387,moderate,very_large,2,1,2022Q4
APP-00614,2022-12-22,6901.33,54540.24,0.1954,2,D,0.2086,small_business,rent,4,0.2662,9,0,0.0,7.9029,0.3585,low,small,4,1,2022Q4
APP-00615,2022-12-23,11278.16,86281.99,0.458,9,B,0.1194,small_business,mortgage,0,0.2096,11,0,0.0,7.6504,0.3327,low,moderate,2,0,2022Q4
APP-00616,2022-12-24,11871.38,67780.34,0.2414,11,A,0.0864,home_improvement,rent,2,0.3047,8,0,0.0,5.7096,0.3175,moderate,moderate,1,1,2022Q4
APP-00617,2022-12-24,9019.87,30045.75,0.1902,13,C,0.145,home_improvement,rent,0,0.212,13,0,0.0,3.3311,0.1782,low,moderate,3,0,2022Q4
APP-00618,2022-12-24,20788.92,74471.66,0.1418,12,B,0.0986,debt_consolidation,rent,0,0.4885,13,0,0.0,3.5823,0.2385,moderate,large,2,0,2022Q4
APP-00619,2022-12-25,8388.18,102250.39,0.5023,13,E,0.2668,medical,rent,2,0.4877,14,0,0.0,12.1898,0.5274,moderate,moderate,5,1,2022Q4
APP-00620,2022-12-25,26701.09,67174.5,0.3449,3,C,0.1423,other,rent,1,0.4543,8,0,0.0,2.5158,0.3854,moderate,very_large,3,1,2022Q4
APP-00621,2022-12-25,35894.63,31156.98,0.1868,1,A,0.0847,debt_consolidation,mortgage,0,0.205,10,0,0.0,0.868,0.1739,low,very_large,1,0,2022Q4
APP-00622,2022-12-26,37975.62,115449.48,0.3349,3,C,0.1236,other,rent,1,0.1796,10,0,0.0,3.0401,0.2917,low,very_large,3,1,2022Q4
APP-00623,2022-12-27,8134.73,48919.32,0.1775,11,C,0.1538,debt_consolidation,rent,1,0.3694,6,0,0.0,6.0136,0.2611,moderate,moderate,3,1,2022Q4
APP-00624,2022-12-28,5240.11,46201.27,0.2243,2,A,0.075,debt_consolidation,rent,0,0.26,9,0,0.0,8.8169,0.2133,low,small,1,0,2022Q4
APP-00625,2022-12-28,15804.7,65528.29,0.2221,4,E,0.2731,medical,rent,0,0.2651,16,0,0.0,4.1461,0.2136,low,large,5,0,2022Q4
APP-00626,2022-12-28,23810.84,58688.91,0.1334,7,B,0.1176,home_improvement,rent,0,0.414,9,0,0.0,2.4648,0.2099,moderate,large,2,0,2022Q4
APP-00627,2022-12-28,22499.08,73473.55,0.1939,12,A,0.0755,major_purchase,rent,1,0.1715,10,0,0.0,3.2656,0.2074,low,large,1,1,2022Q4
APP-00628,2022-12-28,7217.78,51246.1,0.3254,3,A,0.0582,medical,mortgage,1,0.5229,8,1,4347.48,7.1,0.3961,moderate,small,1,1,2022Q4
APP-00629,2022-12-29,6189.69,44485.92,0.1234,7,B,0.0918,medical,rent,1,0.1931,11,0,0.0,7.1871,0.1734,low,small,2,1,2022Q4
APP-00630,2022-12-30,6453.97,49439.28,0.408,4,A,0.102,debt_consolidation,mortgage,0,0.4434,5,0,0.0,7.6603,0.3785,moderate,small,1,0,2022Q4
APP-00631,2022-12-30,13883.83,120466.32,0.1071,7,D,0.1791,home_improvement,own,3,0.2279,13,0,0.0,8.6767,0.2551,low,moderate,4,1,2022Q4
APP-00632,2022-12-31,15937.33,69403.1,0.2378,14,D,0.2,debt_consolidation,rent,0,0.075,10,0,0.0,4.3548,0.162,low,large,4,0,2022Q4
APP-00633,2023-01-01,28921.21,67068.81,0.2474,10,C,0.1275,debt_consolidation,mortgage,0,0.3556,9,0,0.0,2.319,0.2573,moderate,very_large,3,0,2023Q1
APP-00634,2023-01-02,14837.12,69998.22,0.2791,7,C,0.1669,debt_consolidation,rent,2,0.6775,11,0,0.0,4.7178,0.4587,elevated,moderate,3,1,2023Q1
APP-00635,2023-01-02,28504.78,145797.77,0.3472,3,D,0.2176,medical,mortgage,4,0.5961,6,0,0.0,5.1149,0.5522,elevated,very_large,4,1,2023Q1
APP-00636,2023-01-02,6767.62,24677.2,0.4897,11,A,0.0709,other,mortgage,0,0.1295,11,0,0.0,3.6464,0.3255,low,small,1,0,2023Q1
APP-00637,2023-01-03,10504.37,75394.99,0.3368,0,B,0.0921,major_purchase,rent,1,0.47,8,0,0.0,7.1775,0.3857,moderate,moderate,2,1,2023Q1
APP-00638,2023-01-04,16188.78,115722.45,0.4312,1,B,0.0999,debt_consolidation,mortgage,1,0.3528,10,1,7497.65,7.1483,0.403,moderate,large,2,1,2023Q1
APP-00639,2023-01-06,10706.91,50906.84,0.1637,16,B,0.1012,medical,rent,0,0.3273,13,0,0.0,4.7546,0.1997,moderate,moderate,2,0,2023Q1
APP-00640,2023-01-06,12586.54,52411.96,0.3179,8,A,0.0791,major_purchase,rent,0,0.4474,6,0,0.0,4.1641,0.3275,moderate,moderate,1,0,2023Q1
APP-00641,2023-01-08,26381.49,84501.62,0.273,6,D,0.2009,debt_consolidation,mortgage,0,0.3868,9,0,0.0,3.2031,0.2821,moderate,very_large,4,0,2023Q1
APP-00642,2023-01-09,6120.0,34227.84,0.4973,11,C,0.1394,debt_consolidation,rent,1,0.4516,11,0,0.0,5.5928,0.473,moderate,small,3,1,2023Q1
APP-00643,2023-01-10,15233.43,89434.44,0.064,5,A,0.068,debt_consolidation,rent,0,0.5442,8,0,0.0,5.8709,0.2113,moderate,large,1,0,2023Q1
APP-00644,2023-01-11,36711.31,70337.52,0.2856,9,C,0.141,debt_consolidation,rent,0,0.2504,6,0,0.0,1.916,0.2458,low,very_large,3,0,2023Q1
APP-00645,2023-01-13,40268.76,100110.54,0.3939,10,B,0.1183,home_improvement,rent,0,0.3109,7,0,0.0,2.4861,0.328,moderate,very_large,2,0,2023Q1
APP-00646,2023-01-14,4747.88,47850.81,0.2344,9,A,0.0786,home_improvement,mortgage,1,0.2038,9,0,0.0,10.0784,0.2412,low,small,1,1,2023Q1
APP-00647,2023-01-14,9782.25,94956.94,0.3085,9,E,0.2648,debt_consolidation,mortgage,1,0.5346,19,0,0.0,9.7071,0.39,moderate,moderate,5,1,2023Q1
APP-00648,2023-01-14,18584.97,88755.3,0.3888,7,B,0.1172,home_improvement,rent,1,0.3465,12,0,0.0,4.7757,0.3764,moderate,large,2,1,2023Q1
APP-00649,2023-01-14,13454.01,62269.32,0.3527,6,E,0.2813,small_business,rent,2,0.2547,8,0,0.0,4.6283,0.3661,low,moderate,5,1,2023Q1
APP-00650,2023-01-15,12001.8,76137.48,0.2462,15,A,0.0513,medical,mortgage,0,0.1911,5,0,0.0,6.3438,0.204,low,moderate,1,0,2023Q1
APP-00651,2023-01-16,18369.9,59129.54,0.4246,10,A,0.0549,other,rent,2,0.0941,10,0,0.0,3.2188,0.3564,low,large,1,1,2023Q1
APP-00652,2023-01-16,12210.1,135697.79,0.0661,0,B,0.1197,major_purchase,mortgage,1,0.1204,7,0,0.0,11.1136,0.1169,low,moderate,2,1,2023Q1
APP-00653,2023-01-16,15033.56,61289.05,0.2977,4,D,0.2267,debt_consolidation,mortgage,0,0.2009,10,1,11188.85,4.0768,0.237,low,large,4,0,2023Q1
APP-00654,2023-01-17,25081.93,57287.91,0.112,12,B,0.0965,home_improvement,rent,1,0.2574,13,0,0.0,2.284,0.1874,low,very_large,2,1,2023Q1
APP-00655,2023-01-17,8683.54,34771.93,0.2825,8,A,0.0584,small_business,rent,0,0.1723,12,0,0.0,4.0043,0.219,low,moderate,1,0,2023Q1
APP-00656,2023-01-17,29672.69,90427.32,0.427,6,B,0.0991,other,mortgage,0,0.4637,9,0,0.0,3.0475,0.396,moderate,very_large,2,0,2023Q1
APP-00657,2023-01-17,13238.79,24000.0,0.2981,10,B,0.0969,debt_consolidation,mortgage,0,0.1611,9,0,0.0,1.8129,0.2245,low,moderate,2,0,2023Q1
APP-00658,2023-01-17,14081.44,78712.32,0.3134,3,B,0.1056,debt_consolidation,rent,0,0.1665,6,0,0.0,5.5898,0.2351,low,moderate,2,0,2023Q1
APP-00659,2023-01-18,12379.47,43218.15,0.4334,0,E,0.2797,medical,rent,1,0.2238,8,1,8106.73,3.4911,0.363,low,moderate,5,1,2023Q1
APP-00660,2023-01-18,15567.21,63443.66,0.3864,11,C,0.1272,debt_consolidation,own,1,0.4176,15,0,0.0,4.0755,0.3978,moderate,large,3,1,2023Q1
APP-00661,2023-01-18,18816.21,89735.72,0.1033,4,B,0.0921,debt_consolidation,rent,0,0.3427,9,0,0.0,4.7691,0.1696,moderate,large,2,0,2023Q1
APP-00662,2023-01-20,5896.36,40283.52,0.2577,7,B,0.1109,medical,rent,1,0.5924,7,0,0.0,6.8319,0.3791,elevated,small,2,1,2023Q1
APP-00663,2023-01-20,19145.3,55682.61,0.2674,4,C,0.1375,debt_consolidation,rent,1,0.2248,15,0,0.0,2.9084,0.267,low,large,3,1,2023Q1
